person_id,person_name,pocet_clenstvi,role,afiliace,skupiny
2507,"Ing. Mgr. Venuše Škampová",26,"Členové; Předseda; Místopředseda","ředitelka OZP MZ ; ředitelka Odboru zdravotní péče ; Ministerstvo zdravotnictví ; MZD/OZP ; Odbor zdravotní péče MZ ČR ; OZP MZ ; ředitelka Odboru zdravotní péče MZd ; pověřená vrchní ředitelka pro zdravotní péči MZD","Pracovní skupina k seznamu zdravotních výkonů s bodovými hodnotami (Členové) ; Národní imunizační komise (NIKO) (Členové) ; Resortní koordinační skupina Ministerstva zdravotnictví ČR pro Evropskou unii (Členové) ; Komise pro reprodukční medicínu (Předseda) ; Pracovní komise pro systémové řešení urgentních příjmů (Místopředseda) ; Pracovní skupina pro metodické řízení poskytovatelů zdravotnických záchranných služeb (Místopředseda) ; Národní rada pro implementaci Národního onkologického programu (Členové) ; Mezioborová komise pro vzácná onemocnění (Místopředseda) ; Národní rada elektronického zdravotnictví (Členové) ; Meziresortní koordinační skupina pro dětské duševní zdraví (Členové) ; Pracovní skupina pro restrukturalizaci intenzivní zdravotní péče (Předseda) ; Komise pro přípravu programu časného záchytu karcinomu prostaty (Členové) ; Pracovní skupina k problematice péče o pacienty s nařízeným ochranným léčením (Členové) ; Pracovní skupina pro koncepční řešení rozvoje geriatrické péče v České republice (Předseda) ; Řídicí výbor implementace Strategického rámce rozvoje péče o zdraví v České republice do roku 2030 (Členové) ; Strategická skupina pro personální stabilizaci resortu zdravotnictví (Místopředseda) ; Meziresortní pracovní skupina pro problematiku institucionálního stravování (Členové) ; Pracovní skupina pro koncepční řešení pediatrické péče (Předseda) ; Komise pro schvalování pracovišť a zařazení radiologického pracoviště pro provádění magnetické rezonance (MRI) v rámci Populačního pilotního programu časného záchytu karcinomu prostaty v ČR a pro schvalování pracovišť a zařazení urologického pracoviště pro provádění biopsie prostaty v rámci Populačního pilotního programu časného záchytu karcinomu prostaty v ČR (Předseda) ; Pracovní skupina pro koncepci neurorehabilitační péče v ČR (Předseda) ; Koncepční pracovní skupina pro přípravu budoucího programového období kohezní politiky EU 2028+ (Místopředseda) ; Národní rada komplexních onkologických center (Členové) ; Pracovní skupina pro obezitu a diabetes v rámci Národního programu prevence a léčby obezity České republiky (Členové) ; Výkonná rada Národního screeningového centra (Členové) ; Pracovní skupina pro specializovanou zdravotní péči a Centra vysoce specializované zdravotní péče (CVSP) (Členové) ; Výbor pro umělou inteligenci ve zdravotnictví (Členové)"
450,"prof. RNDr. Ladislav Dušek, Ph.D.",19,"Místopředseda; Členové","Ústav zdravotnických informací a statistiky ČR ; ÚZIS ; ÚZIS ČR ; Ústav zdravotnických informací a statistiky ČR (ÚZIS ČR) ; ředitel Ústavu zdravotnických informací a statistiky ČR","Řídící rada pro implementaci CZ-DRG do resortu zdravotnictví (Místopředseda) ; Národní rada pro implementaci Národního onkologického programu (Členové) ; Národní rada elektronického zdravotnictví (Členové) ; Pracovní skupina pro restrukturalizaci intenzivní zdravotní péče (Členové) ; Komise pro přípravu programu screeningu aneurysmatu abdominální aorty (Členové) ; Komise pro program screeningu karcinomu děložního hrdla (Členové) ; Komise pro program časného záchytu karcinomu plic (Členové) ; Komise pro přípravu programu časného záchytu karcinomu prostaty (Členové) ; Komise pro program screeningu karcinomu prsu (Členové) ; Komise pro program screeningu kolorektálního karcinomu (Členové) ; Komise pro přípravu programu časného záchytu poruch štítné žlázy v těhotenství (Členové) ; Řídicí výbor implementace Strategického rámce rozvoje péče o zdraví v České republice do roku 2030 (Členové) ; Strategická skupina pro personální stabilizaci resortu zdravotnictví (Členové) ; Národní institut pro zvládání pandemie (Členové) ; Komise pro podporu diagnostiky a léčby rakoviny slinivky břišní (Členové) ; Pracovní skupina pro reformu veřejného zdraví v ČR (Členové) ; Národní rada komplexních onkologických center (Členové) ; Řídící rada Národního screeningového centra (Členové) ; Výkonná rada Národního screeningového centra (Členové)"
3109,"MUDr. Iveta Matějovská, CSc.",17,"Členové","Ministerstvo zdravotnictví ; zástupce Odboru regulace cen a úhrad ; Odbor regulace cen a úhrad Ministerstvo zdravotnictví ČR ; Odbor regulace cen a úhrad Ministerstva zdravotnictví ; Odbor regulace cen a úhrad MZ ČR ; MZD ČR, odbor regulace cen a úhrad ; MZd OZI ; CAU MZ ; Odbor regulace cen a úhrad MZD ; Odbor regulace cen a úhrad MZd ČR","Pracovní skupina pro dětskou a dorostovou psychiatrii (Členové) ; Mezioborová komise pro vzácná onemocnění (Členové) ; Odborná rada pro ošetřovatelství a řízení implementace a hodnocení úspěšnosti Koncepce ošetřovatelství (Členové) ; Centrální koordinační skupina Národního antibiotického programu (Členové) ; Komise pro přípravu programu screeningu aneurysmatu abdominální aorty (Členové) ; Komise pro program screeningu karcinomu děložního hrdla (Členové) ; Komise pro program časného záchytu karcinomu plic (Členové) ; Komise pro přípravu programu časného záchytu karcinomu prostaty (Členové) ; Komise pro program screeningu karcinomu prsu (Členové) ; Komise pro program screeningu kolorektálního karcinomu (Členové) ; Komise pro přípravu programu časného záchytu poruch štítné žlázy v těhotenství (Členové) ; Komise pro výživu kojenců a malých dětí (Členové) ; Pracovní skupina pro koncepční řešení rozvoje geriatrické péče v České republice (Členové) ; Komise pro schvalování pracovišť a zařazení radiologického pracoviště pro provádění magnetické rezonance (MRI) v rámci Populačního pilotního programu časného záchytu karcinomu prostaty v ČR a pro schvalování pracovišť a zařazení urologického pracoviště pro provádění biopsie prostaty v rámci Populačního pilotního programu časného záchytu karcinomu prostaty v ČR (Členové) ; Pracovní skupina pro koncepci neurorehabilitační péče v ČR (Členové) ; Komise pro podporu diagnostiky a léčby rakoviny slinivky břišní (Členové) ; Komise pro novorozenecký laboratorní screening (Členové)"
3064,"Mgr. Alice Strnadová, MBA",15,"Členové; Předseda; Místopředseda","ředitelka Odboru zdravotnických povolání, hlavní sestra ČR ; ředitelka Odboru zdravotnických povolání ; ONP MZ ; ředitelka Odboru zdravotnických povolání MZd","Pracovní skupina k seznamu zdravotních výkonů s bodovými hodnotami (Členové) ; Resortní koordinační skupina Ministerstva zdravotnictví ČR pro Evropskou unii (Členové) ; Pracovní skupina pro dobrovolnictví ve zdravotnictví (Členové) ; Mezirezortní komise zdravotnického školství (Předseda) ; Rada pro duchovní péči ve zdravotnictví (Členové) ; Pracovní skupina k rovným příležitostem pro ženy a muže (Členové) ; Pracovní skupina pro koncepční řešení poskytování domácí péče v ČR (Místopředseda) ; Národní rada pro implementaci Národního onkologického programu (Členové) ; Pracovní skupina k zajištění dostupnosti psychoterapie, psychoterapeutických a psychosociálních intervencí (Členové) ; Odborná rada pro ošetřovatelství a řízení implementace a hodnocení úspěšnosti Koncepce ošetřovatelství (Místopředseda) ; Mezioborová a meziresortní pracovní skupina pro koncepční řešení problematiky Alzheimerovy nemoci a obdobných onemocnění (PS PAN) (Členové) ; Pracovní skupina pro koncepční řešení rozvoje geriatrické péče v České republice (Členové) ; Řídicí výbor implementace Strategického rámce rozvoje péče o zdraví v České republice do roku 2030 (Členové) ; Strategická skupina pro personální stabilizaci resortu zdravotnictví (Členové) ; Pracovní skupina pro nastavení systémových změn v odbornosti zdravotnický záchranář (Předseda)"
1453,"MUDr. Barbora Macková, MHA",13,"Předseda; Místopředseda; Členové","hlavní hygienička ČR ; hlavní hygienička ČR, ředitelka Státního zdravotního ústavu ; Státní zdravotní ústav ; hlavní hygienička ČR a ředitelka Státního zdravotního ústavu","Národní imunizační komise (NIKO) (Předseda) ; Mezirezortní koordinační pracovní skupina Národního programu HIV/AIDS (Předseda) ; Komise pro řešení závažných hrozeb pro veřejné zdraví s možnými přeshraničními dopady (Ústřední epidemiologická komise) (Místopředseda) ; Národní rada pro implementaci Národního onkologického programu (Členové) ; Centrální koordinační skupina Národního antibiotického programu (Předseda) ; Řídicí výbor implementace Strategického rámce rozvoje péče o zdraví v České republice do roku 2030 (Členové) ; Strategická skupina pro personální stabilizaci resortu zdravotnictví (Členové) ; Meziresortní pracovní skupina pro problematiku institucionálního stravování (Předseda) ; Meziresortní pracovní skupina pro rozvoj pohybových aktivit (Předseda) ; Národní institut pro zvládání pandemie (Místopředseda) ; Koncepční pracovní skupina pro přípravu budoucího programového období kohezní politiky EU 2028+ (Členové) ; Pracovní skupina pro reformu veřejného zdraví v ČR (Místopředseda) ; Pracovní skupina pro obezitu a diabetes v rámci Národního programu prevence a léčby obezity České republiky (Členové)"
1071,"Mgr. Blanka Kavková",12,"Členové; Hosté; Místopředseda","Odbor zdravotní péče MZd ; Odbor zdravotní péče Ministerstva zdravotnictví ; OZP MZ ; Ministerstvo zdravotnictví ; Odbor zdravotní péče MZD ; zástupkyně odboru zdravotní péče MZD","Pracovní skupina Ministerstva zdravotnictví pro koordinaci spolupráce s OECD (Členové) ; Národní rada pro implementaci Národního onkologického programu (Hosté) ; Pracovní skupina pro koncepční řešení oblasti zdravotních služeb a činností provozovaných dle živnostenského zákona (Místopředseda) ; Komise pro program screeningu karcinomu děložního hrdla (Členové) ; Komise pro program screeningu kolorektálního karcinomu (Členové) ; Pracovní skupina k problematice péče o pacienty s nařízeným ochranným léčením (Členové) ; Pracovní skupina pro koncepční řešení rozvoje geriatrické péče v České republice (Místopředseda) ; Pracovní skupina pro koncepční řešení pediatrické péče (Místopředseda) ; Komise pro schvalování pracovišť a zařazení radiologického pracoviště pro provádění magnetické rezonance (MRI) v rámci Populačního pilotního programu časného záchytu karcinomu prostaty v ČR a pro schvalování pracovišť a zařazení urologického pracoviště pro provádění biopsie prostaty v rámci Populačního pilotního programu časného záchytu karcinomu prostaty v ČR (Místopředseda) ; Pracovní skupina pro koncepci neurorehabilitační péče v ČR (Místopředseda) ; Komise pro podporu diagnostiky a léčby rakoviny slinivky břišní (Členové) ; Koncepční pracovní skupina pro přípravu budoucího programového období kohezní politiky EU 2028+ (Hosté)"
3263,"PhDr. Karel Hejduk",12,"Hosté; Tajemník; Předseda","Národní screeningové centrum ; Národní screeningové centrum, ÚZIS ČR ; Národní screeningové centrum ÚZIS ČR ; Národní screeningové centrum (NSC)","Národní rada pro implementaci Národního onkologického programu (Hosté) ; Komise pro přípravu programu screeningu aneurysmatu abdominální aorty (Tajemník) ; Komise pro program screeningu karcinomu děložního hrdla (Tajemník) ; Komise pro program časného záchytu karcinomu plic (Tajemník) ; Komise pro přípravu programu časného záchytu karcinomu prostaty (Tajemník) ; Komise pro program screeningu karcinomu prsu (Tajemník) ; Komise pro program screeningu kolorektálního karcinomu (Tajemník) ; Komise pro přípravu programu časného záchytu poruch štítné žlázy v těhotenství (Tajemník) ; Komise pro podporu diagnostiky a léčby rakoviny slinivky břišní (Tajemník) ; Komise pro novorozenecký laboratorní screening (Předseda) ; Řídící rada Národního screeningového centra (Tajemník) ; Výkonná rada Národního screeningového centra (Tajemník)"
3172,"RNDr. Ondřej Májek, Ph.D.",11,"Členové; Místopředseda; Předseda","Národní screeningové centrum, ÚZIS ČR ; Národní screeningové centrum ÚZIS ČR ; Národní screeningové centrum (NSC)","Pracovní skupina Ministerstva zdravotnictví pro koordinaci spolupráce s OECD (Členové) ; Komise pro přípravu programu screeningu aneurysmatu abdominální aorty (Místopředseda) ; Komise pro program screeningu karcinomu děložního hrdla (Místopředseda) ; Komise pro program časného záchytu karcinomu plic (Místopředseda) ; Komise pro přípravu programu časného záchytu karcinomu prostaty (Místopředseda) ; Komise pro program screeningu karcinomu prsu (Místopředseda) ; Komise pro program screeningu kolorektálního karcinomu (Místopředseda) ; Komise pro přípravu programu časného záchytu poruch štítné žlázy v těhotenství (Místopředseda) ; Komise pro podporu diagnostiky a léčby rakoviny slinivky břišní (Členové) ; Komise pro novorozenecký laboratorní screening (Členové) ; Výkonná rada Národního screeningového centra (Předseda)"
2692,"Mgr. Tomáš Troch",10,"Členové; Místopředseda","ředitel Odboru regulace cen a úhrad ; CAU MZ ; ředitel odboru regulace cen a úhrad MZD ; Ministerstvo zdravotnictví","Resortní koordinační skupina Ministerstva zdravotnictví ČR pro Evropskou unii (Členové) ; Pracovní skupina Ministerstva zdravotnictví pro koordinaci spolupráce s OECD (Členové) ; Pracovní skupina pro koncepční řešení poskytování domácí péče v ČR (Místopředseda) ; Meziresortní pracovní komise pro přípravu a koordinaci zavedení MKN-11 v ČR (Místopředseda) ; Pracovní skupina pro restrukturalizaci intenzivní zdravotní péče (Členové) ; Poradní skupina ekonomů lůžkové péče (Členové) ; Koncepční pracovní skupina pro přípravu budoucího programového období kohezní politiky EU 2028+ (Členové) ; Národní rada komplexních onkologických center (Členové) ; Výkonná rada Národního screeningového centra (Členové) ; Pracovní skupina pro specializovanou zdravotní péči a Centra vysoce specializované zdravotní péče (CVSP) (Členové)"
4195,"MUDr. Patrik Zachar",10,"Místopředseda; Členové; Předseda","Ministerstvo zdravotnictví ; vrchní ředitel sekce zdravotní péče MZd","Pracovní skupina pro reformu primární péče (Místopředseda) ; Pracovní skupina pro reformu primární péče (Členové) ; Pracovní skupina pro lékařské ozáření (Předseda) ; Komise pro posuzování rozmístění přístrojových zdravotnických prostředků a kapacit hrazených z veřejného zdravotního pojištění (Členové) ; Národní rada pro implementaci Národního onkologického programu (Předseda) ; Meziresortní pracovní skupiny k výkonu rozsudku V proti ČR (Předseda) ; Národní rada komplexních onkologických center (Členové) ; Řídící rada Národního screeningového centra (Místopředseda) ; Výkonná rada Národního screeningového centra (Členové) ; Pracovní skupina pro specializovanou zdravotní péči a Centra vysoce specializované zdravotní péče (CVSP) (Místopředseda)"
3307,"MUDr. Tomáš Boráň",9,"Místopředseda; Členové","ředitel Státního ústavu pro kontrolu léčiv","Lékopisná komise Ministerstva zdravotnictví (Místopředseda) ; Národní imunizační komise (NIKO) (Členové) ; Komise pro reprodukční medicínu (Členové) ; Národní rada pro implementaci Národního onkologického programu (Členové) ; Centrální koordinační skupina Národního antibiotického programu (Členové) ; Pracovní skupina pro klinické hodnocení humánních léčivých přípravků (Členové) ; Pracovní skupina pro bakteriofágovou terapii (Členové) ; Poradní sbor pro lékovou politiku (Členové) ; Pracovní skupina pro obezitu a diabetes v rámci Národního programu prevence a léčby obezity České republiky (Členové)"
1110,"MUDr. Renata Knorová, MBA",8,"Členové","Svaz zdravotních pojišťoven ; SZP ČR ; Svaz zdravotních pojišťoven ČR","Rada poskytovatelů Ministerstva zdravotnictví (Členové) ; Řídící rada pro implementaci CZ-DRG do resortu zdravotnictví (Členové) ; Národní rada pro implementaci Národního onkologického programu (Členové) ; Pracovní skupina pro restrukturalizaci intenzivní zdravotní péče (Členové) ; Komise pro program časného záchytu karcinomu plic (Členové) ; Komise pro přípravu programu časného záchytu karcinomu prostaty (Členové) ; Komise pro program screeningu karcinomu prsu (Členové) ; Národní rada komplexních onkologických center (Členové)"
2547,"MUDr. Petr Šonka",8,"Místopředseda; Členové","SPL ČR ; předseda Sdružení praktických lékařů ČR ; Sdružení praktických lékařů ČR","Rada poskytovatelů Ministerstva zdravotnictví (Místopředseda) ; Pracovní skupina k seznamu zdravotních výkonů s bodovými hodnotami (Členové) ; Pracovní skupina pro reformu primární péče (Místopředseda) ; Pracovní komise pro systémové řešení urgentních příjmů (Členové) ; Strategická skupina pro personální stabilizaci resortu zdravotnictví (Členové) ; Národní institut pro zvládání pandemie (Členové) ; Komise pro podporu diagnostiky a léčby rakoviny slinivky břišní (Členové) ; Pracovní skupina pro obezitu a diabetes v rámci Národního programu prevence a léčby obezity České republiky (Členové)"
2954,"Mgr. Jan Zapletal",8,"Členové; Místopředseda; Předseda","Ministerstvo zdravotnictví ; vrchní ředitel sekce ekonomiky a zdravotního pojištění MZd ; vrchní ředitel sekce pro ekonomiku a zdravotní pojištění ; vrchní ředitel pro ekonomiku a zdravotní pojištění MZD","Národní imunizační komise (NIKO) (Členové) ; Komise pro reprodukční medicínu (Členové) ; Komise pro posuzování rozmístění přístrojových zdravotnických prostředků a kapacit hrazených z veřejného zdravotního pojištění (Členové) ; Národní rada pro implementaci Národního onkologického programu (Místopředseda) ; Poradní skupina ekonomů lůžkové péče (Členové) ; Strategická skupina pro personální stabilizaci resortu zdravotnictví (Členové) ; Koncepční pracovní skupina pro přípravu budoucího programového období kohezní politiky EU 2028+ (Předseda) ; Řídící rada Národního screeningového centra (Členové)"
2606,"MUDr. Petr Šubrt",7,"Členové","Sdružení praktických lékařů ČR","Komise pro přípravu programu screeningu aneurysmatu abdominální aorty (Členové) ; Komise pro program screeningu karcinomu děložního hrdla (Členové) ; Komise pro program časného záchytu karcinomu plic (Členové) ; Komise pro přípravu programu časného záchytu karcinomu prostaty (Členové) ; Komise pro program screeningu karcinomu prsu (Členové) ; Komise pro program screeningu kolorektálního karcinomu (Členové) ; Komise pro přípravu programu časného záchytu poruch štítné žlázy v těhotenství (Členové)"
2715,"Ing. Štěpánka Tyburcová",7,"Členové; Tajemník","OZP MZ ; MZd OZP ; Odbor zdravotní péče MZd ČR","Národní transfuzní komise MZ (Členové) ; Pracovní skupina pro dětskou a dorostovou psychiatrii (Členové) ; Pracovní skupina pro restrukturalizaci intenzivní zdravotní péče (Členové) ; Centrální koordinační skupina Národního antibiotického programu (Členové) ; Komise pro výživu kojenců a malých dětí (Členové) ; Pracovní skupina pro koncepční řešení pediatrické péče (Tajemník) ; Komise pro novorozenecký laboratorní screening (Členové)"
3733,"Mgr. Ivana Svobodová",7,"Členové; Hosté; Místopředseda","Odbor duševního zdraví MZd","Pracovní skupina Ministerstva zdravotnictví pro koordinaci spolupráce s OECD (Členové) ; Pracovní skupina pro dětskou a dorostovou psychiatrii (Členové) ; Národní rada pro implementaci Národního onkologického programu (Hosté) ; Pracovní skupina k zajištění dostupnosti psychoterapie, psychoterapeutických a psychosociálních intervencí (Členové) ; Meziresortní koordinační skupina pro dětské duševní zdraví (Místopředseda) ; Pracovní skupina pro koncepční řešení oblasti zdravotních služeb a činností provozovaných dle živnostenského zákona (Členové) ; Meziresortní pracovní skupiny k výkonu rozsudku V proti ČR (Místopředseda)"
4196,"Ing. Mgr. Markéta Foldyna Hellová, MHA",7,"Členové; Předseda","Ministerstvo zdravotnictví","Komise pro posuzování rozmístění přístrojových zdravotnických prostředků a kapacit hrazených z veřejného zdravotního pojištění (Členové) ; Meziresortní pracovní skupina pro rozvoj pohybových aktivit (Členové) ; Poradní sbor pro lékovou politiku (Předseda) ; Pracovní skupina pro obezitu a diabetes v rámci Národního programu prevence a léčby obezity České republiky (Členové) ; Řídící rada Národního screeningového centra (Členové) ; Výkonná rada Národního screeningového centra (Členové) ; Výbor pro umělou inteligenci ve zdravotnictví (Předseda)"
467,"MUDr. Vladimír Dvořák, Ph.D.",6,"Předseda; Místopředseda; Členové","Rada poskytovatelů zdravotní péče MZD ; Česká gynekologická a porodnická společnost ČLS JEP ; Sdružení soukromých gynekologů ČR","Rada poskytovatelů Ministerstva zdravotnictví (Předseda) ; Pracovní skupina pro reformu primární péče (Místopředseda) ; Pracovní skupina pro reformu primární péče (Členové) ; Národní rada elektronického zdravotnictví (Členové) ; Komise pro program screeningu karcinomu děložního hrdla (Předseda) ; Komise pro program screeningu karcinomu prsu (Členové)"
3469,"MUDr. Helena Sajdlová",6,"Členové","Všeobecná zdravotní pojišťovna ČR ; VZP ČR","Národní rada pro implementaci Národního onkologického programu (Členové) ; Mezioborová komise pro vzácná onemocnění (Členové) ; Pracovní skupina pro restrukturalizaci intenzivní zdravotní péče (Členové) ; Komise pro přípravu programu časného záchytu karcinomu prostaty (Členové) ; Komise pro program screeningu karcinomu prsu (Členové) ; Pracovní skupina pro koncepční řešení pediatrické péče (Členové)"
3663,"Ing. Miroslav Jankůj, Ph.D.",6,"Členové","Všeobecná zdravotní pojišťovna ČR ; VZP ČR","Národní imunizační komise (NIKO) (Členové) ; Pracovní skupina pro reformu primární péče (Členové) ; Komise pro posuzování rozmístění přístrojových zdravotnických prostředků a kapacit hrazených z veřejného zdravotního pojištění (Členové) ; Národní rada komplexních onkologických center (Členové) ; Pracovní skupina pro obezitu a diabetes v rámci Národního programu prevence a léčby obezity České republiky (Členové) ; Výbor pro umělou inteligenci ve zdravotnictví (Členové)"
3820,"Mgr. Matyáš Fošum, Ph.D.",6,"Členové; Tajemník; Hosté","ředitel odboru ochrany veřejného zdraví MZD","Mezirezortní koordinační pracovní skupina Národního programu HIV/AIDS (Členové) ; Pracovní skupina Ministerstva zdravotnictví pro koordinaci spolupráce s OECD (Členové) ; Poradní sbor hygieny práce a pracovního lékařství náměstkyně pro ochranu a podporu veřejného zdraví MZ ČR a hlavní hygieničky České republiky (Tajemník) ; Meziresortní pracovní skupina pro rozvoj pohybových aktivit (Členové) ; Koncepční pracovní skupina pro přípravu budoucího programového období kohezní politiky EU 2028+ (Hosté) ; Pracovní skupina pro reformu veřejného zdraví v ČR (Tajemník)"
40,"prof. MUDr. Marek Babjuk, CSc.",5,"Členové","Česká urologická společnost ČLS JEP ; Asociace děkanů LF","Vědecká rada Ministerstva zdravotnictví (Členové) ; Vzdělávací rada lékařů (Členové) ; Komise pro přípravu programu časného záchytu karcinomu prostaty (Členové) ; Komise pro schvalování pracovišť a zařazení radiologického pracoviště pro provádění magnetické rezonance (MRI) v rámci Populačního pilotního programu časného záchytu karcinomu prostaty v ČR a pro schvalování pracovišť a zařazení urologického pracoviště pro provádění biopsie prostaty v rámci Populačního pilotního programu časného záchytu karcinomu prostaty v ČR (Členové) ; Národní rada komplexních onkologických center (Členové)"
45,"Mgr. Martin Balada, LL.M.",5,"Členové","SZP ČR ; zástupce Svazu zdravotních pojišťoven ČR ; Svaz zdravotních pojišťoven ČR","Národní imunizační komise (NIKO) (Členové) ; Pracovní skupina pro dobrovolnictví ve zdravotnictví (Členové) ; Národní rada elektronického zdravotnictví (Členové) ; Koncepční pracovní skupina pro přípravu budoucího programového období kohezní politiky EU 2028+ (Členové) ; Výbor pro umělou inteligenci ve zdravotnictví (Členové)"
716,"Mgr. Lenka Hladíková",5,"Členové; Tajemník; Místopředseda","zástupce Odboru zdravotnických povolání","Pracovní skupina k seznamu zdravotních výkonů s bodovými hodnotami (Členové) ; Pracovní skupina pro koncepční řešení poskytování domácí péče v ČR (Tajemník) ; Odborná rada pro ošetřovatelství a řízení implementace a hodnocení úspěšnosti Koncepce ošetřovatelství (Členové) ; Pracovní skupina pro koncepční řešení pediatrické péče (Členové) ; Pracovní skupina pro nastavení systémových změn v odbornosti zdravotnický záchranář (Místopředseda)"
1616,"Ing. Jan Michálek",5,"Členové","ředitel Odboru přímo řízených organizací MZD ; ředitel odboru přímo řízených organizací MZD","Pracovní skupina k rovným příležitostem pro ženy a muže (Členové) ; Řídící rada pro implementaci CZ-DRG do resortu zdravotnictví (Členové) ; Poradní skupina ekonomů lůžkové péče (Členové) ; Pracovní skupina pro klinické hodnocení humánních léčivých přípravků (Členové) ; Koncepční pracovní skupina pro přípravu budoucího programového období kohezní politiky EU 2028+ (Členové)"
1971,"prof. PhDr. Andrea Pokorná, Ph.D.",5,"Členové","zástupce Asociace vysokoškolských vzdělavatelů nelékařských zdravotnických profesí ; zástupkyně Asociace vysokoškolských vzdělavatelů nelékařských zdravotnických pracovníků","Vědecká rada Ministerstva zdravotnictví (Členové) ; Pracovní skupina Ministerstva zdravotnictví pro koordinaci spolupráce s OECD (Členové) ; Odborná rada pro ošetřovatelství a řízení implementace a hodnocení úspěšnosti Koncepce ošetřovatelství (Členové) ; Rada Národního centra pro medicínské nomenklatury a klasifikace (Členové) ; Strategická skupina pro personální stabilizaci resortu zdravotnictví (Členové)"
2226,"doc. MUDr. Bohumil Seifert, Ph.D.",5,"Členové","všeobecný lékař, 1. LF UK Praha ; Společnost všeobecného lékařství ČLS JEP ; Společnost všeobecného lékařství","Etická komise Ministerstva zdravotnictví (Členové) ; Národní rada pro implementaci Národního onkologického programu (Členové) ; Komise pro program časného záchytu karcinomu plic (Členové) ; Komise pro program screeningu kolorektálního karcinomu (Členové) ; Komise pro podporu diagnostiky a léčby rakoviny slinivky břišní (Členové)"
2538,"doc. MUDr. Roman Šmucler, CSc.",5,"Členové; Místopředseda","","Rada poskytovatelů Ministerstva zdravotnictví (Členové) ; Vědecká rada Ministerstva zdravotnictví (Členové) ; Pracovní skupina pro reformu primární péče (Místopředseda) ; Vzdělávací rada zubních lékařů (Členové) ; Meziresortní pracovní komise pro přípravu a koordinaci zavedení MKN-11 v ČR (Členové)"
2976,"Ing. Martin Zeman",5,"Členové; Tajemník","MZD/IKT ; ředitel Odboru IT a elektronizace zdravotnictví","Resortní koordinační skupina Ministerstva zdravotnictví ČR pro Evropskou unii (Členové) ; Meziresortní pracovní komise pro přípravu a koordinaci zavedení MKN-11 v ČR (Členové) ; Národní rada elektronického zdravotnictví (Tajemník) ; Řídicí výbor implementace Strategického rámce rozvoje péče o zdraví v České republice do roku 2030 (Členové) ; Pracovní skupina Digitálního zmocněnce pro adaptaci na plošné zavedení primárně elektronické formy vedení zdravotnické dokumentace v ČR (Tajemník)"
3308,"Mgr. Bc. Kateřina Grygarová",5,"Členové; Místopředseda","Ministerstvo zdravotnictví ; ředitelka Odboru evropských fondů a investičního rozvoje ; EFI MZ ; ředitelka odboru evropských fondů a investičního rozvoje MZD","Komise pro posuzování rozmístění přístrojových zdravotnických prostředků a kapacit hrazených z veřejného zdravotního pojištění (Členové) ; Národní rada pro implementaci Národního onkologického programu (Členové) ; Pracovní skupina pro koncepční řešení rozvoje geriatrické péče v České republice (Místopředseda) ; Řídicí výbor implementace Strategického rámce rozvoje péče o zdraví v České republice do roku 2030 (Členové) ; Koncepční pracovní skupina pro přípravu budoucího programového období kohezní politiky EU 2028+ (Členové)"
3367,"JUDr. Mgr. Vladimíra Těšitelová, LL.M.",5,"Členové","Ústav zdravotnických informací a statistiky ČR","Řídící rada pro implementaci CZ-DRG do resortu zdravotnictví (Členové) ; Meziresortní pracovní komise pro přípravu a koordinaci zavedení MKN-11 v ČR (Členové) ; Rada Národního centra pro medicínské nomenklatury a klasifikace (Členové) ; Pracovní skupina pro koncepci neurorehabilitační péče v ČR (Členové) ; Výbor pro umělou inteligenci ve zdravotnictví (Členové)"
3451,"Mgr. Zdeněk Kyselý",5,"Členové","Ministerstvo zdravotnictví","Národní transfuzní komise MZ (Členové) ; Resortní koordinační skupina Ministerstva zdravotnictví ČR pro Evropskou unii (Členové) ; Komise pro řešení závažných hrozeb pro veřejné zdraví s možnými přeshraničními dopady (Ústřední epidemiologická komise) (Členové) ; Centrální koordinační skupina Národního antibiotického programu (Členové) ; Národní institut pro zvládání pandemie (Členové)"
4076,"Mgr. Petr Davídek",5,"Členové; Místopředseda","MZd OLZP ; ředitel Odboru léčiv a zdravotnických prostředků MZD ; Ministerstvo zdravotnictví","Komise pro výživu kojenců a malých dětí (Členové) ; Pracovní skupina pro klinické hodnocení humánních léčivých přípravků (Členové) ; Pracovní skupina pro nastavení systémových změn v odbornosti zdravotnický záchranář (Členové) ; Poradní sbor pro lékovou politiku (Místopředseda) ; Výbor pro umělou inteligenci ve zdravotnictví (Členové)"
4225,"MUDr. Tomáš Hauer",5,"Členové; Předseda","Ministerstvo zdravotnictví","Komise pro posuzování rozmístění přístrojových zdravotnických prostředků a kapacit hrazených z veřejného zdravotního pojištění (Členové) ; Národní rada komplexních onkologických center (Členové) ; Řídící rada Národního screeningového centra (Členové) ; Výkonná rada Národního screeningového centra (Členové) ; Pracovní skupina pro specializovanou zdravotní péči a Centra vysoce specializované zdravotní péče (CVSP) (Předseda)"
19,"doc. MUDr. Martin Anders, Ph.D.",4,"Členové","","Vědecká rada Ministerstva zdravotnictví (Členové) ; Pracovní skupina k seznamu zdravotních výkonů s bodovými hodnotami (Členové) ; Meziresortní pracovní komise pro přípravu a koordinaci zavedení MKN-11 v ČR (Členové) ; Rada Národního centra pro medicínské nomenklatury a klasifikace (Členové)"
