person_id,person_name,pocet_clenstvi,role,afiliace,skupiny
3871,"Mgr. Karolína Peštová",1,"Členové","SÚKL","Komise pro kategorizaci a úhradovou regulaci zdravotnických prostředků (Členové)"
3872,"Ing. Miloslav Franta",1,"Členové","SÚKL - trvalý náhradní člen","Komise pro kategorizaci a úhradovou regulaci zdravotnických prostředků (Členové)"
3874,"MUDr. Jan Král, Ph.D., MBA",1,"Členové","Spolek ambulantních gastroenterologů","Komise pro program screeningu kolorektálního karcinomu (Členové)"
3875,"MUDr. Kateřina Kamarádová, Ph.D.",1,"Členové","Společnost českých patologů ČLS JEP","Komise pro program screeningu kolorektálního karcinomu (Členové)"
3877,"MUDr. Radovan Turyna, Ph.D.",1,"Členové","Sekce kolposkopie a cervikální patologie ČGPS ČLS JEP","Komise pro program screeningu karcinomu děložního hrdla (Členové)"
3878,"MUDr. Tomáš Malík",1,"Členové","Sdružení soukromých gynekologů ČR","Komise pro program screeningu karcinomu děložního hrdla (Členové)"
3879,"MUDr. Aleš Kotouš",1,"Členové","Společnost klinické cytologie ČLS JEP","Komise pro program screeningu karcinomu děložního hrdla (Členové)"
3881,"MUDr. Josef Bárta",1,"Členové","Česká radiologická společnost ČLS JEP","Komise pro program screeningu karcinomu prsu (Členové)"
3882,"MUDr. Lucia Veverková, Ph.D.",1,"Členové","Komise odborníků pro mamární diagnostiku ČRS ČLS JEP","Komise pro program screeningu karcinomu prsu (Členové)"
3883,"MUDr. Vojtěch Suchánek",1,"Členové","Česká radiologická společnost ČLS JEP","Komise pro program časného záchytu karcinomu plic (Členové)"
3884,"prof. MUDr. Robert Lischke, Ph.D.",1,"Členové","Česká chirurgická společnost ČLS JEP","Komise pro program časného záchytu karcinomu plic (Členové)"
3887,"doc. MUDr. Petr Utíkal, Ph.D.",1,"Členové","Česká společnost kardiovaskulární chirurgie, ČLS JEP","Komise pro přípravu programu screeningu aneurysmatu abdominální aorty (Členové)"
3888,"MUDr. Theodor Adla",1,"Členové","Česká radiologická společnost ČLS JEP","Komise pro přípravu programu screeningu aneurysmatu abdominální aorty (Členové)"
3890,"MUDr. Richard Stejskal",1,"Členové","Sdružení ambulantních endokrinologů ČR","Komise pro přípravu programu časného záchytu poruch štítné žlázy v těhotenství (Členové)"
3892,"Mgr. Kateřina Bělohlávková",1,"Členové","","Pracovní skupina k problematice péče o pacienty s nařízeným ochranným léčením (Členové)"
3893,"Mgr. Michaela Borovanská",1,"Členové","","Pracovní skupina k problematice péče o pacienty s nařízeným ochranným léčením (Členové)"
3894,"Mgr. Taťána Skalická",1,"Členové","","Pracovní skupina k problematice péče o pacienty s nařízeným ochranným léčením (Členové)"
3895,"Mgr. Kamila Špejrová",1,"Členové","","Pracovní skupina k problematice péče o pacienty s nařízeným ochranným léčením (Členové)"
3896,"Mgr. Petr Fassati",1,"Členové","","Pracovní skupina k problematice péče o pacienty s nařízeným ochranným léčením (Členové)"
3897,"JUDr. Petr Zeman, Ph.D.",1,"Členové","","Pracovní skupina k problematice péče o pacienty s nařízeným ochranným léčením (Členové)"
3898,"MUDr. Růžena Hajnová",1,"Členové","","Pracovní skupina k problematice péče o pacienty s nařízeným ochranným léčením (Členové)"
3900,"Mgr. Matěj Stříteský, Ph.D., MBA",1,"Členové","","Pracovní skupina k problematice péče o pacienty s nařízeným ochranným léčením (Členové)"
3902,"prim. MUDr. Adéla Stoklasová",1,"Členové","","Pracovní skupina k problematice péče o pacienty s nařízeným ochranným léčením (Členové)"
3903,"Mgr. Samuel Jezný",1,"Členové","zástupce MŠMT - za vysoké školství","Odborná rada pro ošetřovatelství a řízení implementace a hodnocení úspěšnosti Koncepce ošetřovatelství (Členové)"
3905,"prim. MUDr. Antonín Šípek Jr., Ph.D.",1,"Členové","Společnost lékařské genetiky a genomiky ČLS JEP","Komise pro novorozenecký laboratorní screening (Členové)"
3907,"MUDr. Jan Nový",1,"Členové","","Pracovní skupina pro reformu primární péče (Členové)"
3911,"Bc. Veronika Hažlinská",1,"Členové","Unie porodních asistentek, z.s.","Komise pro výživu kojenců a malých dětí (Členové)"
3912,"Ing. Klečková Jana",1,"Členové","VVD MZ","Pracovní skupina pro koncepční řešení rozvoje geriatrické péče v České republice (Členové)"
3913,"Mgr. Václav Pláteník, MA, LL.M.",1,"Členové","náměstek ministra zdravotnictví","Pracovní skupina pro koncepční řešení rozvoje geriatrické péče v České republice (Členové)"
3914,"Mgr. Tereza Vránová",1,"Členové","EFI MZ","Pracovní skupina pro koncepční řešení rozvoje geriatrické péče v České republice (Členové)"
3916,"MUDr. Zuzana Šnajdrová",1,"Členové","člen výboru České gerontologické a geriatrické společnosti ČLS JEP","Pracovní skupina pro koncepční řešení rozvoje geriatrické péče v České republice (Členové)"
3917,"MUDr. Markéta Dostálová",1,"Členové","VZP ČR","Pracovní skupina pro koncepční řešení rozvoje geriatrické péče v České republice (Členové)"
3918,"Ing. Martin Vilímek",1,"Členové","","Poradní skupina ekonomů lůžkové péče (Členové)"
3919,"Mgr. Jakub Dvořáček, MHA, LL.M.",1,"Předseda","","Pracovní skupina pro bakteriofágovou terapii (Předseda)"
3925,"Drahoslava Kolací",1,"Členové","Sdružení pro rehabilitaci osob po cévních mozkových příhodách, z. s.","Pracovní skupina pro koncepci neurorehabilitační péče v ČR (Členové)"
3927,"Ing. Jiřina Landová",1,"Členové","Unie ROSKA z.s (https://www.roska.eu/)","Pacientská rada ministra zdravotnictví (Členové)"
3930,"Mgr. Luboš Zajíc",1,"Členové","Sjednocená organizace nevidomých a slabozrakých ČR, z. s. (https://www.sons.cz/)","Pacientská rada ministra zdravotnictví (Členové)"
3931,"Mgr. Jana Romanová",1,"Členové","Česká asociace sester","Komise pro výživu kojenců a malých dětí (Členové)"
3932,"Mgr. Andrea Poloková",1,"Členové","Mamila, o. z.","Komise pro výživu kojenců a malých dětí (Členové)"
3933,"Michaela Topinková",1,"Členové","Přirozené kojení","Komise pro výživu kojenců a malých dětí (Členové)"
3934,"Ing. Andrea Kredbová",1,"Členové","SpoKojení, z. s.","Komise pro výživu kojenců a malých dětí (Členové)"
3937,"Mgr. Lucie Hradecká",1,"Členové","Úřad vlády ČR","Komise pro výživu kojenců a malých dětí (Členové)"
3938,"RNDr. Jitka Jírová",1,"Členové","ÚZIS ČR","Komise pro výživu kojenců a malých dětí (Členové)"
3944,"Mgr. BcA. Kristýna Hrdličková",1,"Členové","NUDZ","Komise pro výživu kojenců a malých dětí (Členové)"
3946,"Mgr. Karolína Kroufková, Ph.D.",1,"Členové","","Mezioborová a meziresortní pracovní skupina pro koncepční řešení problematiky Alzheimerovy nemoci a obdobných onemocnění (PS PAN) (Členové)"
3947,"prim. MUDr. René Hrdlička, Ph.D.",1,"Členové","","Pracovní skupina pro koncepční řešení pediatrické péče (Členové)"
3948,"MUDr. Martina Kašparová",1,"Členové","","Pracovní skupina pro koncepční řešení pediatrické péče (Členové)"
3949,"MUDr. Šárka Fingerhutová",1,"Členové","","Pracovní skupina pro koncepční řešení pediatrické péče (Členové)"
3951,"Petr Bannert",1,"Členové","zástupce Ministerstva školství, mládeže a tělovýchovy","Strategická skupina pro personální stabilizaci resortu zdravotnictví (Členové)"
3963,"Mgr. Bc. Martina Běťáková",1,"Členové","Ministerstvo školství, mládeže a tělovýchovy","Meziresortní pracovní skupina pro problematiku institucionálního stravování (Členové)"
3964,"Mgr. Monika Dobrovodská",1,"Členové","Ministerstvo pro místní rozvoj","Meziresortní pracovní skupina pro problematiku institucionálního stravování (Členové)"
3965,"Ing. Jitka Götzová",1,"Členové","Ministerstvo zemědělství","Meziresortní pracovní skupina pro problematiku institucionálního stravování (Členové)"
3966,"Mgr. Alexandra Košťálová",1,"Členové","garantka odborné skupiny pro školní stravování, Státní zdravotní ústav","Meziresortní pracovní skupina pro problematiku institucionálního stravování (Členové)"
3969,"Mgr. Jan Mareš, MBA",1,"Členové","Ministerstvo školství, mládeže a tělovýchovy","Meziresortní pracovní skupina pro problematiku institucionálního stravování (Členové)"
3970,"Ing. Petra Martínková",1,"Členové","Asociace krajů ČR","Meziresortní pracovní skupina pro problematiku institucionálního stravování (Členové)"
3972,"Bc. Markéta Rydvalová",1,"Členové","Svaz měst a obcí ČR","Meziresortní pracovní skupina pro problematiku institucionálního stravování (Členové)"
3974,"brig. gen. Ing Petr Ošlejšek, Ph.D.",1,"Členové","Generální ředitelství HZS ČR","Komise pro řešení závažných hrozeb pro veřejné zdraví s možnými přeshraničními dopady (Ústřední epidemiologická komise) (Členové)"
3976,"Ing. Eliška Urbancová",1,"Členové","Ministerstvo zdravotnictví","Komise pro řešení závažných hrozeb pro veřejné zdraví s možnými přeshraničními dopady (Ústřední epidemiologická komise) (Členové)"
3978,"Ing. Pavel Švagr, CSc.",1,"Členové","Správa státních hmotných rezerv","Komise pro řešení závažných hrozeb pro veřejné zdraví s možnými přeshraničními dopady (Ústřední epidemiologická komise) (Členové)"
3979,"Ing. Miloslav Novák",1,"Členové","Správa státních hmotných rezerv","Komise pro řešení závažných hrozeb pro veřejné zdraví s možnými přeshraničními dopady (Ústřední epidemiologická komise) (Členové)"
3980,"Ing. Helena Doktorová",1,"Členové","Ministerstvo financí","Komise pro řešení závažných hrozeb pro veřejné zdraví s možnými přeshraničními dopady (Ústřední epidemiologická komise) (Členové)"
3981,"plk. MUDr. Zuzana Dvořáková",1,"Členové","Ministerstvo obrany","Komise pro řešení závažných hrozeb pro veřejné zdraví s možnými přeshraničními dopady (Ústřední epidemiologická komise) (Členové)"
3982,"Mgr. Karel Mikuláš",1,"Členové","Ministerstvo spravedlnosti","Komise pro řešení závažných hrozeb pro veřejné zdraví s možnými přeshraničními dopady (Ústřední epidemiologická komise) (Členové)"
3983,"Ing. Ladislav Němec",1,"Členové","Ministerstvo dopravy","Komise pro řešení závažných hrozeb pro veřejné zdraví s možnými přeshraničními dopady (Ústřední epidemiologická komise) (Členové)"
3984,"Ing. Milan Ekert",1,"Členové","Ministerstvo zahraničních věcí","Komise pro řešení závažných hrozeb pro veřejné zdraví s možnými přeshraničními dopady (Ústřední epidemiologická komise) (Členové)"
3987,"Mgr. Milan Němeček, Ph.D.",1,"Členové","Ministerstvo kultury","Komise pro řešení závažných hrozeb pro veřejné zdraví s možnými přeshraničními dopady (Ústřední epidemiologická komise) (Členové)"
3988,"Ing. Petr Kutálek",1,"Členové","Ministerstvo zemědělství","Komise pro řešení závažných hrozeb pro veřejné zdraví s možnými přeshraničními dopady (Ústřední epidemiologická komise) (Členové)"
3989,"Ing. Bc. Pavel Tuček",1,"Členové","Asociace krajů ČR","Komise pro řešení závažných hrozeb pro veřejné zdraví s možnými přeshraničními dopady (Ústřední epidemiologická komise) (Členové)"
3990,"plk. PhDr. Jaromír Bischof",1,"Členové","Policejní prezidium ČR","Komise pro řešení závažných hrozeb pro veřejné zdraví s možnými přeshraničními dopady (Ústřední epidemiologická komise) (Členové)"
3991,"Mgr. Jiří Toman",1,"Členové","Ministerstvo vnitra","Komise pro řešení závažných hrozeb pro veřejné zdraví s možnými přeshraničními dopady (Ústřední epidemiologická komise) (Členové)"
3992,"ThLic. Tomáš Kotrlý, Th.D.",1,"Členové","Ministerstvo pro místní rozvoj","Komise pro řešení závažných hrozeb pro veřejné zdraví s možnými přeshraničními dopady (Ústřední epidemiologická komise) (Členové)"
3993,"doc. MUDr. Ilja Tachecí, Ph.D.",1,"Členové","Česká gastroenterologická společnost ČLS JEP","Komise pro podporu diagnostiky a léčby rakoviny slinivky břišní (Členové)"
3994,"prof. MUDr. Stanislav Rejchrt, Ph.D.",1,"Členové","Česká gastroenterologická společnost ČLS JEP","Komise pro program screeningu kolorektálního karcinomu (Členové)"
3995,"Mgr. Jan Kubů",1,"Členové","","Poradní skupina ekonomů lůžkové péče (Členové)"
3997,"Ing. Vojtěch Žabka",1,"Členové","","Pracovní skupina pro dobrovolnictví ve zdravotnictví (Členové)"
3998,"Mgr. Libuše Martináková, MBA",1,"Členové","","Pracovní skupina pro dobrovolnictví ve zdravotnictví (Členové)"
3999,"Mgr. Dana Vaňková",1,"Členové","","Pracovní skupina pro dobrovolnictví ve zdravotnictví (Členové)"
4000,"Mgr. Edita Klavíková, MBA",1,"Členové","","Pracovní skupina pro dobrovolnictví ve zdravotnictví (Členové)"
4001,"Mgr. et Mgr. Oldřich Hošek",1,"Členové","","Pracovní skupina pro dobrovolnictví ve zdravotnictví (Členové)"
4002,"JUDr. Adam Furek",1,"Členové","","Rozkladová komise ministra zdravotnictví (Členové)"
4003,"JUDr. Jan Kněžínek, Ph.D.",1,"Členové","","Rozkladová komise ministra zdravotnictví (Členové)"
4005,"JUDr. Aleš Mácha, Ph.D.",1,"Členové","","Rozkladová komise ministra zdravotnictví (Členové)"
4007,"Mgr. et Mgr. Marie Kotrlá",1,"Členové","","Rozkladová komise ministra zdravotnictví (Členové)"
4012,"MUDr. Lenka Petroušová, Ph.D.",1,"Členové","","Národní institut pro zvládání pandemie (Členové)"
4014,"MUDr. František Ulman",1,"Členové","","Národní institut pro zvládání pandemie (Členové)"
4016,"Iva Vystrčilová",1,"Členové","","Meziresortní pracovní skupina pro rozvoj pohybových aktivit (Členové)"
4017,"Mgr. Karolína Vašendová",1,"Členové","","Meziresortní pracovní skupina pro rozvoj pohybových aktivit (Členové)"
4019,"Ing. Bc. Simona Marešová",1,"Členové","","Meziresortní pracovní skupina pro rozvoj pohybových aktivit (Členové)"
4020,"Mgr. Petr Sobotovič",1,"Členové","","Meziresortní pracovní skupina pro rozvoj pohybových aktivit (Členové)"
4021,"PhDr. Pavla Kortusová",1,"Členové","","Meziresortní pracovní skupina pro rozvoj pohybových aktivit (Členové)"
4023,"Mgr. Jakub Rychtecký",1,"Členové","","Meziresortní pracovní skupina pro rozvoj pohybových aktivit (Členové)"
4024,"RNDr. Aleš Jakubec, Ph.D.",1,"Členové","","Meziresortní pracovní skupina pro rozvoj pohybových aktivit (Členové)"
4026,"Ing. Dušan Macháček",1,"Členové","","Meziresortní pracovní skupina pro rozvoj pohybových aktivit (Členové)"
4027,"PaedDr. Ladislav Malý",1,"Členové","","Meziresortní pracovní skupina pro rozvoj pohybových aktivit (Členové)"
4029,"Mgr. Kateřina Valachová, Ph.D.",1,"Členové","","Meziresortní pracovní skupina pro rozvoj pohybových aktivit (Členové)"
4030,"Ing. Vladimír Štrébl",1,"Členové","","Meziresortní pracovní skupina pro rozvoj pohybových aktivit (Členové)"
4031,"Ing. Michaela Vostřáková",1,"Členové","Státní úřad pro jadernou bezpečnost","Komise pro program časného záchytu karcinomu plic (Členové)"
4032,"PharmDr. Jakub Velík, Ph.D.",1,"Členové","","Pracovní skupina pro bakteriofágovou terapii (Členové)"
4033,"doc. MUDr. Regina Demlová, Ph.D.",1,"Místopředseda","ředitelka CZECRIN","Pracovní skupina pro klinické hodnocení humánních léčivých přípravků (Místopředseda)"
4034,"Mgr. Radek Halouzka, MBA",1,"Členové","vedoucí právního oddělení, Masarykův onkologický ústav","Pracovní skupina pro klinické hodnocení humánních léčivých přípravků (Členové)"
4037,"MUDr. Alice Němcová",1,"Členové","ředitelka odboru klinického hodnocení léčivých přípravků, SÚKL","Pracovní skupina pro klinické hodnocení humánních léčivých přípravků (Členové)"
4043,"Mgr. Bc. Petr Bureš, MBA",1,"Členové","","Pracovní skupina pro nastavení systémových změn v odbornosti zdravotnický záchranář (Členové)"
4044,"PhDr. Ing. Petr Matouch",1,"Členové","","Pracovní skupina pro nastavení systémových změn v odbornosti zdravotnický záchranář (Členové)"
4045,"Mgr. Markéta Vyhnanovská, MBA",1,"Členové","","Pracovní skupina pro nastavení systémových změn v odbornosti zdravotnický záchranář (Členové)"
4046,"Mgr. Adéla Lemrová, PhD.",1,"Členové","Státní zdravotní ústav","Komise pro výživu kojenců a malých dětí (Členové)"
4049,"MUDr. Miroslav Mach",1,"Členové","","Poradní skupina ekonomů lůžkové péče (Členové)"
4051,"Mgr. Jana Vácová",1,"Členové","","Pracovní skupina pro rozvoj a implementaci mezinárodních principů na podporu zdraví do systémů řízení kvality ve zdravotnických zařízeních (Členové)"
4052,"Šárka Tavanzi",1,"Členové","","Pracovní skupina pro rozvoj a implementaci mezinárodních principů na podporu zdraví do systémů řízení kvality ve zdravotnických zařízeních (Členové)"
4054,"Žofie Vojáčková",1,"Členové","","Pracovní skupina pro dobrovolnictví ve zdravotnictví (Členové)"
4055,"Mgr. Hana Fungačová",1,"Hosté","","Pracovní skupina pro dobrovolnictví ve zdravotnictví (Hosté)"
4058,"Bc. Kateřina Čechová, DiS.",1,"Členové","zástupce ZZS hl. m. Prahy","Pracovní skupina pro koncepční řešení poskytování domácí péče v ČR (Členové)"
4059,"Mgr. Ladislav Vilček",1,"Tajemník","","Pracovní skupina Ministerstva zdravotnictví pro koordinaci spolupráce s OECD (Tajemník)"
4060,"Mgr. Soňa Zemanová",1,"Členové","","Pracovní skupina Ministerstva zdravotnictví pro koordinaci spolupráce s OECD (Členové)"
4061,"Ing. Kristýna Matějková",1,"Členové","","Pracovní skupina Ministerstva zdravotnictví pro koordinaci spolupráce s OECD (Členové)"
4063,"Mgr. Martin Pilník",1,"Členové","","Pracovní skupina Ministerstva zdravotnictví pro koordinaci spolupráce s OECD (Členové)"
4067,"Mgr. Zdeněk Třískala",1,"Členové","Ministerstvo zdravotnictví","Pracovní skupina pro koncepci neurorehabilitační péče v ČR (Členové)"
4069,"Bc. Aneta Hroníková",1,"Tajemník","Ministerstvo zdravotnictví","Pracovní skupina pro koncepci neurorehabilitační péče v ČR (Tajemník)"
4070,"prof. MUDr. Marcela Grünerová-Lippertová, Ph.D.",1,"Členové","Česká neurorehabilitační společnost, z. s.","Pracovní skupina pro koncepci neurorehabilitační péče v ČR (Členové)"
4071,"Mgr. Jakub Pětioký, MBA",1,"Členové","Česká neurorehabilitační společnost, z. s.","Pracovní skupina pro koncepci neurorehabilitační péče v ČR (Členové)"
4072,"Mgr. Ilona Benková",1,"Členové","Česká neurorehabilitační společnost, z. s.","Pracovní skupina pro koncepci neurorehabilitační péče v ČR (Členové)"
4073,"MUDr. Ivana Vacková",1,"Členové","Svaz zdravotních pojišťoven ČR","Pracovní skupina pro koncepci neurorehabilitační péče v ČR (Členové)"
4074,"Mgr. Anna Rejtarová",1,"Členové","Česká asociace ergoterapeutů","Pracovní skupina pro koncepci neurorehabilitační péče v ČR (Členové)"
4075,"Mgr. Ondřej Němeček",1,"Členové","Unie fyzioterapeutů ČR","Pracovní skupina pro koncepci neurorehabilitační péče v ČR (Členové)"
4081,"doc. PharmDr. Josef Malý, Ph.D.",1,"Členové","","Vzdělávací rada farmaceutů (Členové)"
4082,"doc. RNDr. Jozef Kolář, CSc.",1,"Členové","","Vzdělávací rada farmaceutů (Členové)"
4083,"MUDr. Jan Přáda",1,"Členové","","Vzdělávací rada lékařů (Členové)"
4084,"MDDr. Iva Voborná, Ph.D.",1,"Členové","","Vzdělávací rada zubních lékařů (Členové)"
4085,"doc. MUDr. Martin Starosta, Ph.D.",1,"Členové","","Vzdělávací rada zubních lékařů (Členové)"
4086,"plk. Mgr. Bc. Radek Karlík",1,"Členové","","Meziresortní pracovní skupiny k výkonu rozsudku V proti ČR (Členové)"
4087,"plk. Mgr. Jiří Stejskal",1,"Členové","","Meziresortní pracovní skupiny k výkonu rozsudku V proti ČR (Členové)"
4089,"MUDr. Tomáš Gottvald, MHA",1,"Členové","","Meziresortní pracovní skupiny k výkonu rozsudku V proti ČR (Členové)"
4090,"Mgr. Jan Hudáč",1,"Členové","","Meziresortní pracovní skupiny k výkonu rozsudku V proti ČR (Členové)"
4091,"plk. Mgr. Kateřina Hlaváčová, Ph.D.",1,"Místopředseda","","Meziresortní pracovní skupiny k výkonu rozsudku V proti ČR (Místopředseda)"
4092,"JUDr. Jana Martinková, Ph.D., LL.M.",1,"Členové","","Meziresortní pracovní skupiny k výkonu rozsudku V proti ČR (Členové)"
4093,"JUDr. Vladimír Janoušek Pysk, LL.M.",1,"Členové","","Meziresortní pracovní skupiny k výkonu rozsudku V proti ČR (Členové)"
4097,"Ing. Jakub Šourek",1,"Členové","VZP ČR – trvalý náhradní člen","Komise pro kategorizaci a úhradovou regulaci zdravotnických prostředků (Členové)"
4098,"Mgr. Martin Dymáček",1,"Členové","APZZP – trvalý náhradní člen","Komise pro kategorizaci a úhradovou regulaci zdravotnických prostředků (Členové)"
4102,"Mgr. Marián Čop",1,"Členové","","Rada pro duchovní péči ve zdravotnictví (Členové)"
4103,"Ing. Iva Hrnčiříková, Ph.D.",1,"Členové","","Pracovní skupina pro rozvoj a implementaci mezinárodních principů na podporu zdraví do systémů řízení kvality ve zdravotnických zařízeních (Členové)"
4104,"Mgr. Hana Drábková",1,"Členové","","Pracovní skupina pro rozvoj a implementaci mezinárodních principů na podporu zdraví do systémů řízení kvality ve zdravotnických zařízeních (Členové)"
4105,"Mgr. Monika Fatrová, MHA",1,"Členové","","Pracovní skupina pro rozvoj a implementaci mezinárodních principů na podporu zdraví do systémů řízení kvality ve zdravotnických zařízeních (Členové)"
4106,"Tomáš Kelbich, BBA, MHA",1,"Členové","","Pracovní skupina pro rozvoj a implementaci mezinárodních principů na podporu zdraví do systémů řízení kvality ve zdravotnických zařízeních (Členové)"
4107,"MUDr. Jiří Weichet, Ph.D.",1,"Členové","","Pracovní skupina pro lékařské ozáření (Členové)"
4108,"Ing. Michaela Matoušková, MPA, MHA",1,"Hosté","náměstkyně ministra","Koncepční pracovní skupina pro přípravu budoucího programového období kohezní politiky EU 2028+ (Hosté)"
4110,"doc. MUDr. Martin Loveček, Ph.D., MHA",1,"Členové","Společnost pro gastrointestinální onkologii ČLS JEP","Komise pro podporu diagnostiky a léčby rakoviny slinivky břišní (Členové)"
4111,"prof. MUDr. Tomáš Hucl, Ph.D.",1,"Členové","Společnost pro gastrointestinální onkologii ČLS JEP","Komise pro podporu diagnostiky a léčby rakoviny slinivky břišní (Členové)"
4112,"Mgr. Ondřej Ngo, Ph.D.",1,"Místopředseda","Národní screeningové centrum ÚZIS ČR","Komise pro podporu diagnostiky a léčby rakoviny slinivky břišní (Místopředseda)"
4113,"prof. MUDr. Ondřej Daum, Ph.D.",1,"Členové","Společnost českých patologů ČLS JEP","Komise pro podporu diagnostiky a léčby rakoviny slinivky břišní (Členové)"
4115,"PhDr. Miloslav Klugar, Ph.D.",1,"Členové","Metodické centrum NIKEZ","Komise pro podporu diagnostiky a léčby rakoviny slinivky břišní (Členové)"
4117,"MUDr. Monika Koudová, MBA",1,"Členové","Společnost lékařské genetiky a genomiky ČLS JEP","Komise pro podporu diagnostiky a léčby rakoviny slinivky břišní (Členové)"
4120,"PharmDr. František Pavlík",1,"Členové","","Pracovní skupina pro bakteriofágovou terapii (Členové)"
4121,"Ing. Daniel Holý",1,"Členové","","Pracovní skupina pro bakteriofágovou terapii (Členové)"
4122,"MUDr. Romana Švejdová",1,"Členové","","Pracovní skupina pro bakteriofágovou terapii (Členové)"
4123,"MUDr. Jana Šípková",1,"Členové","","Pracovní skupina pro bakteriofágovou terapii (Členové)"
4125,"pplk. PharmDr. Michal Kočí",1,"Členové","","Pracovní skupina pro bakteriofágovou terapii (Členové)"
4126,"as. MUDr. Radek Bartoška, Ph.D.",1,"Členové","","Pracovní skupina pro bakteriofágovou terapii (Členové)"
4127,"Ing. Milan Buňata",1,"Členové","","Pracovní skupina pro bakteriofágovou terapii (Členové)"
4128,"RNDr. Marek Moša, Ph.D.",1,"Členové","","Pracovní skupina pro bakteriofágovou terapii (Členové)"
4129,"RNDr. Juraj Vronka",1,"Členové","","Pracovní skupina pro bakteriofágovou terapii (Členové)"
4130,"Ing. Marie Vávrová",1,"Členové","","Pracovní skupina pro bakteriofágovou terapii (Členové)"
4132,"Ing. Jan Gábriš",1,"Členové","MZD/SIT","Národní rada elektronického zdravotnictví (Členové)"
4133,"Ing. Petr Koucký",1,"Členové","SÚKL","Národní rada elektronického zdravotnictví (Členové)"
4135,"Mgr. Jan Kust",1,"Členové","KZP","Národní rada elektronického zdravotnictví (Členové)"
4136,"Ing. Martin Mesršmíd",1,"Členové","DIA","Národní rada elektronického zdravotnictví (Členové)"
4137,"Ing. Čeněk Merta, Ph.D., MBA",1,"Členové","FNOL","Národní rada elektronického zdravotnictví (Členové)"
4142,"MUDr. Pavol Tomašov, Ph.D.",1,"Členové","","Pracovní skupina pro lékařské ozáření (Členové)"
4143,"Ing. Petra Kačírková",1,"Členové","","Meziresortní koordinační skupina pro dětské duševní zdraví (Členové)"
4144,"Mgr. Tomáš Jandáč, Ph.D.",1,"Hosté","","Pracovní skupina pro dětskou a dorostovou psychiatrii (Hosté)"
4145,"Veronika Novotná",1,"Tajemník","","Komise pro kategorizaci a úhradovou regulaci zdravotnických prostředků (Tajemník)"
4148,"Eva Schönherrová",1,"Členové","zástupce České biskupské konference","Koncepční pracovní skupina pro přípravu budoucího programového období kohezní politiky EU 2028+ (Členové)"
4149,"Mgr. Michaela Klapková",1,"Členové","zástupkyně Všeobecné zdravotní pojišťovny ČR","Koncepční pracovní skupina pro přípravu budoucího programového období kohezní politiky EU 2028+ (Členové)"
4150,"Mgr. Gabriela Hůlková",1,"Členové","zástupkyně Svazu měst a obcí ČR","Koncepční pracovní skupina pro přípravu budoucího programového období kohezní politiky EU 2028+ (Členové)"
4151,"Libor Helis",1,"Členové","zástupce Svazu měst a obcí ČR","Koncepční pracovní skupina pro přípravu budoucího programového období kohezní politiky EU 2028+ (Členové)"
4152,"Mgr. Zdeněk Semorád",1,"Členové","zástupce Asociace krajů ČR","Koncepční pracovní skupina pro přípravu budoucího programového období kohezní politiky EU 2028+ (Členové)"
4154,"Ing. Pavla Jurášková",1,"Hosté","Ministerstvo pro místní rozvoj","Koncepční pracovní skupina pro přípravu budoucího programového období kohezní politiky EU 2028+ (Hosté)"
4155,"Ing. Stanislava Polanecká",1,"Tajemník","odbor evropských fondů a investičního rozvoje MZD","Koncepční pracovní skupina pro přípravu budoucího programového období kohezní politiky EU 2028+ (Tajemník)"
4156,"Ing. Dagmar Pospíšilová, Ph.D.",1,"Členové","","Lékopisná komise Ministerstva zdravotnictví (Členové)"
4157,"PharmDr. Irena Štverková",1,"Členové","","Lékopisná komise Ministerstva zdravotnictví (Členové)"
4158,"MUDr. Jolana Schreiberová, Ph.D.",1,"Členové","","Lékopisná komise Ministerstva zdravotnictví (Členové)"
4159,"RNDr. Eva Novotná, Ph.D.",1,"Členové","","Lékopisná komise Ministerstva zdravotnictví (Členové)"
4160,"doc. PharmDr. Tomáš Siatka, CSc.",1,"Členové","","Lékopisná komise Ministerstva zdravotnictví (Členové)"
4161,"prof. MUDr. Václav Liška, Ph.D.",1,"Členové","člen od 1.9.2025","Komise pro institucionální podporu (Členové)"
4162,"Mgr. Šimon Toman",1,"Členové","","Rada poskytovatelů Ministerstva zdravotnictví (Členové)"
4163,"MUDr. Markéta Holubová",1,"Členové","","Pracovní skupina pro koncepční řešení oblasti zdravotních služeb a činností provozovaných dle živnostenského zákona (Členové)"
4164,"Mgr. Ivana Schwallerová, DiS.",1,"Členové","","Pracovní skupina pro koncepční řešení oblasti zdravotních služeb a činností provozovaných dle živnostenského zákona (Členové)"
4166,"Mgr. Pavel Boháček",1,"Členové","zástupce Odborového svazu zdravotnictví a sociální péče","Odborná rada pro ošetřovatelství a řízení implementace a hodnocení úspěšnosti Koncepce ošetřovatelství (Členové)"
4167,"PhDr. Monika Měšťanová",1,"Členové","zástupce MŠMT pro střední a vyšší odborné školství","Odborná rada pro ošetřovatelství a řízení implementace a hodnocení úspěšnosti Koncepce ošetřovatelství (Členové)"
4169,"Tereza Vojtěchová",1,"Členové","zástupce Panelu mládeže při MŠMT","Odborná rada pro ošetřovatelství a řízení implementace a hodnocení úspěšnosti Koncepce ošetřovatelství (Členové)"
