group_id,group_name,section_unit,role,person_id,person_name,affiliation
57,"Akreditační komise pro nelékařská povolání dle § 47 zákona č. 96/2004 Sb.","SZ/OZPO","Členové",4178,"Pavla Ratajová","Česká asociace sester Sekce zdravotně – sociálních pracovníků"
57,"Akreditační komise pro nelékařská povolání dle § 47 zákona č. 96/2004 Sb.","SZ/OZPO","Členové",4186,"Bc. Alexandra Seidlová","Komora zubních techniků ČR"
57,"Akreditační komise pro nelékařská povolání dle § 47 zákona č. 96/2004 Sb.","SZ/OZPO","Členové",2253,"PeadDr. Markéta Skalická","Asociace zrakových terapeutů, z. s."
57,"Akreditační komise pro nelékařská povolání dle § 47 zákona č. 96/2004 Sb.","SZ/OZPO","Členové",2413,"Mgr. Kateřina Svěcená, Ph.D.","Česká asociace ergoterapeutů"
57,"Akreditační komise pro nelékařská povolání dle § 47 zákona č. 96/2004 Sb.","SZ/OZPO","Členové",4188,"Mgr. et Mgr. Martin Svoboda","Česká asociace adiktologů"
57,"Akreditační komise pro nelékařská povolání dle § 47 zákona č. 96/2004 Sb.","SZ/OZPO","Členové",2500,"Bc. Alena Šindelářová","Česká komora farmaceutických asistentů"
57,"Akreditační komise pro nelékařská povolání dle § 47 zákona č. 96/2004 Sb.","SZ/OZPO","Členové",4041,"Bc. Lenka Šnajdrová","Ministerstvo zdravotnictví ČR"
57,"Akreditační komise pro nelékařská povolání dle § 47 zákona č. 96/2004 Sb.","SZ/OZPO","Členové",2925,"PhDr. Radka Wilhelmová, Ph.D.","Unie porodních asistentek"
57,"Akreditační komise pro nelékařská povolání dle § 47 zákona č. 96/2004 Sb.","SZ/OZPO","Členové",4191,"Bc. Kateřina Žaloudková, DiS.","Společenstvo českých optiků a optometristů"
64,"Mezirezortní komise zdravotnického školství","SZ/OZPO","Předseda",3064,"Mgr. Alice Strnadová, MBA",""
64,"Mezirezortní komise zdravotnického školství","SZ/OZPO","Tajemník",499,"Mgr. Marta Faiereislová",""
64,"Mezirezortní komise zdravotnického školství","SZ/OZPO","Členové",1980,"Mgr. Barbora Poláková",""
65,"Rada pro duchovní péči ve zdravotnictví","SZ/OZPO","Předseda",525,"MUDr. Ing. Petr Fiala",""
65,"Rada pro duchovní péči ve zdravotnictví","SZ/OZPO","Místopředseda",836,"MUDr. Bc. Michal Hrnčiarik",""
65,"Rada pro duchovní péči ve zdravotnictví","SZ/OZPO","Členové",4102,"Mgr. Marián Čop",""
65,"Rada pro duchovní péči ve zdravotnictví","SZ/OZPO","Členové",4173,"Mgr. Matěj Hájek, Th.D.",""
65,"Rada pro duchovní péči ve zdravotnictví","SZ/OZPO","Členové",3162,"doc. Damián Němec, dr.",""
65,"Rada pro duchovní péči ve zdravotnictví","SZ/OZPO","Členové",3334,"Mgr. Jaromír Odrobiňák",""
65,"Rada pro duchovní péči ve zdravotnictví","SZ/OZPO","Členové",3064,"Mgr. Alice Strnadová, MBA",""
65,"Rada pro duchovní péči ve zdravotnictví","SZ/OZPO","Členové",3423,"Mgr. Marcela Šrámková",""
66,"Komise pro posuzování rozmístění přístrojových zdravotnických prostředků a kapacit hrazených z veřejného zdravotního pojištění","SZT/HTA","Předseda",2901,"prof. MUDr. Josef Vymazal, DrSc.","Radiologická společnost ČLS JEP"
66,"Komise pro posuzování rozmístění přístrojových zdravotnických prostředků a kapacit hrazených z veřejného zdravotního pojištění","SZT/HTA","Místopředseda",1580,"Ing. Martin Mayer, Ph.D., MHA","Česká společnost biomedicínského inženýrství a lékařské informatiky ČLS JEP"
66,"Komise pro posuzování rozmístění přístrojových zdravotnických prostředků a kapacit hrazených z veřejného zdravotního pojištění","SZT/HTA","Členové",113,"Ing. Jan Beneš","Svaz zdravotních pojišťoven ČR"
66,"Komise pro posuzování rozmístění přístrojových zdravotnických prostředků a kapacit hrazených z veřejného zdravotního pojištění","SZT/HTA","Členové",115,"prof. MUDr. RNDr. Jiří Beneš, CSc.","Česká lékařská společnost Jana Evangelisty Purkyně"
66,"Komise pro posuzování rozmístění přístrojových zdravotnických prostředků a kapacit hrazených z veřejného zdravotního pojištění","SZT/HTA","Členové",4227,"MUDr. Tomáš Doležal, Ph.D.","Národní institut kvality a excelence zdravotnictví"
66,"Komise pro posuzování rozmístění přístrojových zdravotnických prostředků a kapacit hrazených z veřejného zdravotního pojištění","SZT/HTA","Členové",4119,"MUDr. Kamal Farhan","Asociace krajů ČR"
66,"Komise pro posuzování rozmístění přístrojových zdravotnických prostředků a kapacit hrazených z veřejného zdravotního pojištění","SZT/HTA","Členové",4196,"Ing. Mgr. Markéta Foldyna Hellová, MHA","Ministerstvo zdravotnictví"
66,"Komise pro posuzování rozmístění přístrojových zdravotnických prostředků a kapacit hrazených z veřejného zdravotního pojištění","SZT/HTA","Členové",3308,"Mgr. Bc. Kateřina Grygarová","Ministerstvo zdravotnictví"
66,"Komise pro posuzování rozmístění přístrojových zdravotnických prostředků a kapacit hrazených z veřejného zdravotního pojištění","SZT/HTA","Členové",4225,"MUDr. Tomáš Hauer","Ministerstvo zdravotnictví"
66,"Komise pro posuzování rozmístění přístrojových zdravotnických prostředků a kapacit hrazených z veřejného zdravotního pojištění","SZT/HTA","Členové",3885,"MUDr. Samuel Heller, Ph.D.","Česká angiologická společnost ČLS JEP"
66,"Komise pro posuzování rozmístění přístrojových zdravotnických prostředků a kapacit hrazených z veřejného zdravotního pojištění","SZT/HTA","Členové",3116,"MUDr. Petr Chudomel, MBA","Statutární zástupce poskytovatele zdravotních služeb (AČMN a ASPZS)"
66,"Komise pro posuzování rozmístění přístrojových zdravotnických prostředků a kapacit hrazených z veřejného zdravotního pojištění","SZT/HTA","Členové",3663,"Ing. Miroslav Jankůj, Ph.D.","Všeobecná zdravotní pojišťovna ČR"
66,"Komise pro posuzování rozmístění přístrojových zdravotnických prostředků a kapacit hrazených z veřejného zdravotního pojištění","SZT/HTA","Členové",1290,"Ing. Pavel Krupička, LL.M.","Svaz zdravotních pojišťoven ČR"
66,"Komise pro posuzování rozmístění přístrojových zdravotnických prostředků a kapacit hrazených z veřejného zdravotního pojištění","SZT/HTA","Členové",1592,"doc. MUDr. Marek Mechl, Ph.D., MBA","Radiologická společnost ČLS JEP"
66,"Komise pro posuzování rozmístění přístrojových zdravotnických prostředků a kapacit hrazených z veřejného zdravotního pojištění","SZT/HTA","Členové",1671,"Ing. Jiří Mrázek, MBA","Všeobecná zdravotní pojišťovna ČR"
66,"Komise pro posuzování rozmístění přístrojových zdravotnických prostředků a kapacit hrazených z veřejného zdravotního pojištění","SZT/HTA","Členové",4226,"prof. MUDr. Petr Ošťádal, Ph.D.","Česká kardiologická společnost"
66,"Komise pro posuzování rozmístění přístrojových zdravotnických prostředků a kapacit hrazených z veřejného zdravotního pojištění","SZT/HTA","Členové",1854,"doc. MUDr. Jiří Páral, Ph.D., MBA","Česká chirurgická společnost ČLS JEP"
66,"Komise pro posuzování rozmístění přístrojových zdravotnických prostředků a kapacit hrazených z veřejného zdravotního pojištění","SZT/HTA","Členové",2330,"doc. MUDr. Renata Soumarová, Ph.D.","Společnost radiační onkologie, biologie a fyziky ČLS JEP"
66,"Komise pro posuzování rozmístění přístrojových zdravotnických prostředků a kapacit hrazených z veřejného zdravotního pojištění","SZT/HTA","Členové",3118,"Mgr. Simona Zábranská","Pacientská rada Ministerstva zdravotnictví"
66,"Komise pro posuzování rozmístění přístrojových zdravotnických prostředků a kapacit hrazených z veřejného zdravotního pojištění","SZT/HTA","Členové",4195,"MUDr. Patrik Zachar","Ministerstvo zdravotnictví"
66,"Komise pro posuzování rozmístění přístrojových zdravotnických prostředků a kapacit hrazených z veřejného zdravotního pojištění","SZT/HTA","Členové",2954,"Mgr. Jan Zapletal","Ministerstvo zdravotnictví"
66,"Komise pro posuzování rozmístění přístrojových zdravotnických prostředků a kapacit hrazených z veřejného zdravotního pojištění","SZT/HTA","Členové",3017,"MUDr. Miroslav Zvolský","Ústav zdravotnických informací a statistiky ČR"
72,"Vzdělávací rada lékařů","SZ/OZPO","Předseda",2517,"prof. MUDr. Jan Škrha, DrSc., MBA",""
72,"Vzdělávací rada lékařů","SZ/OZPO","Místopředseda",657,"prof. MUDr. Vojtěch Havlas, Ph.D.",""
72,"Vzdělávací rada lékařů","SZ/OZPO","Členové",40,"prof. MUDr. Marek Babjuk, CSc.",""
72,"Vzdělávací rada lékařů","SZ/OZPO","Členové",367,"doc. MUDr. Pavel Dlouhý, Ph.D.",""
72,"Vzdělávací rada lékařů","SZ/OZPO","Členové",680,"doc. MUDr. Jarmila Heissigerová, Ph.D., MBA",""
72,"Vzdělávací rada lékařů","SZ/OZPO","Členové",1141,"prof. MUDr. Milan Kolář, Ph.D.",""
72,"Vzdělávací rada lékařů","SZ/OZPO","Členové",1320,"MUDr. Milan Kubek",""
72,"Vzdělávací rada lékařů","SZ/OZPO","Členové",4083,"MUDr. Jan Přáda",""
72,"Vzdělávací rada lékařů","SZ/OZPO","Členové",2109,"doc. MUDr. Martin Repko, Ph.D.",""
84,"Komise pro institucionální podporu","SZ/VVD","Předseda",2466,"prof. MUDr. Aleksi Šedo, DrSc., FCMA",""
84,"Komise pro institucionální podporu","SZ/VVD","Místopředseda",1021,"prof. MUDr. Marian Kacerovský, Ph.D.",""
84,"Komise pro institucionální podporu","SZ/VVD","Členové",17,"prof. MUDr. Michal Anděl, CSc.",""
84,"Komise pro institucionální podporu","SZ/VVD","Členové",536,"prof. MUDr. Jindřich Fínek, Ph.D.","člen od 1.9.2025"
84,"Komise pro institucionální podporu","SZ/VVD","Členové",1069,"prof. MUDr. Josef Kautzner, CSc.","člen od 1.1.2024"
84,"Komise pro institucionální podporu","SZ/VVD","Členové",1141,"prof. MUDr. Milan Kolář, Ph.D.","člen od 1.9.2025"
84,"Komise pro institucionální podporu","SZ/VVD","Členové",4161,"prof. MUDr. Václav Liška, Ph.D.","člen od 1.9.2025"
84,"Komise pro institucionální podporu","SZ/VVD","Členové",2107,"prof. MUDr. Irena Rektorová, Ph.D.","členka od 1.9.2025"
84,"Komise pro institucionální podporu","SZ/VVD","Členové",3486,"prof. MUDr. Marek Svoboda, Ph.D.","od 31.3.2020 (porada vedení č. 10 ze dne 10.3.2020)"
84,"Komise pro institucionální podporu","SZ/VVD","Členové",4118,"prof. MUDr. Ondřej Urban, Ph.D.","člen od 1.9.2025"
84,"Komise pro institucionální podporu","SZ/VVD","Členové",2995,"prof. MUDr. Tomáš Zima, DrSc.",""
86,"Pracovní skupina k rovným příležitostem pro ženy a muže","ST/PER","Předseda",1986,"JUDr. Radek Policar",""
86,"Pracovní skupina k rovným příležitostem pro ženy a muže","ST/PER","Místopředseda",2880,"Mgr. Filip Vrána",""
86,"Pracovní skupina k rovným příležitostem pro ženy a muže","ST/PER","Tajemník",3744,"JUDr. Jiří Berkovec",""
86,"Pracovní skupina k rovným příležitostem pro ženy a muže","ST/PER","Členové",79,"Mgr. Kateřina Baťhová",""
86,"Pracovní skupina k rovným příležitostem pro ženy a muže","ST/PER","Členové",3747,"Mgr. Matěj Čermák",""
86,"Pracovní skupina k rovným příležitostem pro ženy a muže","ST/PER","Členové",3745,"Mgr. Adéla Heryánová",""
86,"Pracovní skupina k rovným příležitostem pro ženy a muže","ST/PER","Členové",1564,"Ing. Daniela Matějková",""
86,"Pracovní skupina k rovným příležitostem pro ženy a muže","ST/PER","Členové",1616,"Ing. Jan Michálek",""
86,"Pracovní skupina k rovným příležitostem pro ženy a muže","ST/PER","Členové",3064,"Mgr. Alice Strnadová, MBA",""
91,"Komise pro řešení závažných hrozeb pro veřejné zdraví s možnými přeshraničními dopady (Ústřední epidemiologická komise)","HH/OVZ","Předseda",2854,"Mgr. et Mgr. Adam Vojtěch, MHA","ministr zdravotnictví"
91,"Komise pro řešení závažných hrozeb pro veřejné zdraví s možnými přeshraničními dopady (Ústřední epidemiologická komise)","HH/OVZ","Místopředseda",1453,"MUDr. Barbora Macková, MHA","hlavní hygienička ČR"
91,"Komise pro řešení závažných hrozeb pro veřejné zdraví s možnými přeshraničními dopady (Ústřední epidemiologická komise)","HH/OVZ","Členové",3985,"PhDr. Ondřej Andrys, MAE, MBA, MPA","Ministerstvo školství, mládeže a tělovýchovy"
91,"Komise pro řešení závažných hrozeb pro veřejné zdraví s možnými přeshraničními dopady (Ústřední epidemiologická komise)","HH/OVZ","Členové",3990,"plk. PhDr. Jaromír Bischof","Policejní prezidium ČR"
91,"Komise pro řešení závažných hrozeb pro veřejné zdraví s možnými přeshraničními dopady (Ústřední epidemiologická komise)","HH/OVZ","Členové",3980,"Ing. Helena Doktorová","Ministerstvo financí"
91,"Komise pro řešení závažných hrozeb pro veřejné zdraví s možnými přeshraničními dopady (Ústřední epidemiologická komise)","HH/OVZ","Členové",3981,"plk. MUDr. Zuzana Dvořáková","Ministerstvo obrany"
91,"Komise pro řešení závažných hrozeb pro veřejné zdraví s možnými přeshraničními dopady (Ústřední epidemiologická komise)","HH/OVZ","Členové",3984,"Ing. Milan Ekert","Ministerstvo zahraničních věcí"
91,"Komise pro řešení závažných hrozeb pro veřejné zdraví s možnými přeshraničními dopady (Ústřední epidemiologická komise)","HH/OVZ","Členové",3477,"Ing. Markéta Galiová","Ministerstvo zdravotnictví"
91,"Komise pro řešení závažných hrozeb pro veřejné zdraví s možnými přeshraničními dopady (Ústřední epidemiologická komise)","HH/OVZ","Členové",3838,"Mgr. Lenka Hynštová","Ministerstvo zdravotnictví"
91,"Komise pro řešení závažných hrozeb pro veřejné zdraví s možnými přeshraničními dopady (Ústřední epidemiologická komise)","HH/OVZ","Členové",3992,"ThLic. Tomáš Kotrlý, Th.D.","Ministerstvo pro místní rozvoj"
91,"Komise pro řešení závažných hrozeb pro veřejné zdraví s možnými přeshraničními dopady (Ústřední epidemiologická komise)","HH/OVZ","Členové",3988,"Ing. Petr Kutálek","Ministerstvo zemědělství"
91,"Komise pro řešení závažných hrozeb pro veřejné zdraví s možnými přeshraničními dopady (Ústřední epidemiologická komise)","HH/OVZ","Členové",3251,"MUDr. Jan Kynčl, Ph.D.","Státní zdravotní ústav"
91,"Komise pro řešení závažných hrozeb pro veřejné zdraví s možnými přeshraničními dopady (Ústřední epidemiologická komise)","HH/OVZ","Členové",3451,"Mgr. Zdeněk Kyselý","Ministerstvo zdravotnictví"
91,"Komise pro řešení závažných hrozeb pro veřejné zdraví s možnými přeshraničními dopady (Ústřední epidemiologická komise)","HH/OVZ","Členové",1493,"RNDr. Marek Malý, CSc.","Státní zdravotní ústav"
91,"Komise pro řešení závažných hrozeb pro veřejné zdraví s možnými přeshraničními dopady (Ústřední epidemiologická komise)","HH/OVZ","Členové",3982,"Mgr. Karel Mikuláš","Ministerstvo spravedlnosti"
91,"Komise pro řešení závažných hrozeb pro veřejné zdraví s možnými přeshraničními dopady (Ústřední epidemiologická komise)","HH/OVZ","Členové",3983,"Ing. Ladislav Němec","Ministerstvo dopravy"
91,"Komise pro řešení závažných hrozeb pro veřejné zdraví s možnými přeshraničními dopady (Ústřední epidemiologická komise)","HH/OVZ","Členové",3987,"Mgr. Milan Němeček, Ph.D.","Ministerstvo kultury"
91,"Komise pro řešení závažných hrozeb pro veřejné zdraví s možnými přeshraničními dopady (Ústřední epidemiologická komise)","HH/OVZ","Členové",3979,"Ing. Miloslav Novák","Správa státních hmotných rezerv"
91,"Komise pro řešení závažných hrozeb pro veřejné zdraví s možnými přeshraničními dopady (Ústřední epidemiologická komise)","HH/OVZ","Členové",3974,"brig. gen. Ing Petr Ošlejšek, Ph.D.","Generální ředitelství HZS ČR"
91,"Komise pro řešení závažných hrozeb pro veřejné zdraví s možnými přeshraničními dopady (Ústřední epidemiologická komise)","HH/OVZ","Členové",3975,"Mgr. Daniela Rrahmaniová","Ministerstvo zdravotnictví"
91,"Komise pro řešení závažných hrozeb pro veřejné zdraví s možnými přeshraničními dopady (Ústřední epidemiologická komise)","HH/OVZ","Členové",3978,"Ing. Pavel Švagr, CSc.","Správa státních hmotných rezerv"
91,"Komise pro řešení závažných hrozeb pro veřejné zdraví s možnými přeshraničními dopady (Ústřední epidemiologická komise)","HH/OVZ","Členové",3991,"Mgr. Jiří Toman","Ministerstvo vnitra"
91,"Komise pro řešení závažných hrozeb pro veřejné zdraví s možnými přeshraničními dopady (Ústřední epidemiologická komise)","HH/OVZ","Členové",3989,"Ing. Bc. Pavel Tuček","Asociace krajů ČR"
91,"Komise pro řešení závažných hrozeb pro veřejné zdraví s možnými přeshraničními dopady (Ústřední epidemiologická komise)","HH/OVZ","Členové",3976,"Ing. Eliška Urbancová","Ministerstvo zdravotnictví"
91,"Komise pro řešení závažných hrozeb pro veřejné zdraví s možnými přeshraničními dopady (Ústřední epidemiologická komise)","HH/OVZ","Členové",3244,"Ing. Zdeněk Zeman","Ministerstvo průmyslu a obchodu"
103,"Pracovní skupina pro koncepční řešení poskytování domácí péče v ČR","SZ/OZPO","Místopředseda",3904,"Mgr. Bc. Pavel Kurek, DiS.","zástupce Odboru zdravotní péče"
103,"Pracovní skupina pro koncepční řešení poskytování domácí péče v ČR","SZ/OZPO","Místopředseda",3064,"Mgr. Alice Strnadová, MBA","ředitelka Odboru zdravotnických povolání, hlavní sestra ČR"
103,"Pracovní skupina pro koncepční řešení poskytování domácí péče v ČR","SZ/OZPO","Místopředseda",2692,"Mgr. Tomáš Troch","ředitel Odboru regulace cen a úhrad"
103,"Pracovní skupina pro koncepční řešení poskytování domácí péče v ČR","SZ/OZPO","Tajemník",716,"Mgr. Lenka Hladíková","zástupce Odboru zdravotnických povolání"
103,"Pracovní skupina pro koncepční řešení poskytování domácí péče v ČR","SZ/OZPO","Členové",3180,"Mgr. Lucie Brožková","KDP Sluníčko, zástupce Grémia manažerů agentur domácí péče"
103,"Pracovní skupina pro koncepční řešení poskytování domácí péče v ČR","SZ/OZPO","Členové",4058,"Bc. Kateřina Čechová, DiS.","zástupce ZZS hl. m. Prahy"
103,"Pracovní skupina pro koncepční řešení poskytování domácí péče v ČR","SZ/OZPO","Členové",4077,"MUDr. Zuzana Elbertová","zástupce VZP ČR"
103,"Pracovní skupina pro koncepční řešení poskytování domácí péče v ČR","SZ/OZPO","Členové",507,"Zdeňka Faltýnková","zástupce České asociace paraplegiků CZEPA"
103,"Pracovní skupina pro koncepční řešení poskytování domácí péče v ČR","SZ/OZPO","Členové",1060,"MUDr. Eva Kasalická","zástupce Sdružení praktických lékařů ČLS JEP"
103,"Pracovní skupina pro koncepční řešení poskytování domácí péče v ČR","SZ/OZPO","Členové",3183,"Lucie Linkeová, BA","vedoucí odboru nelůžkových služeb zdravotního úseku ČPZP, zástupce Svazu zdravotních pojišťoven"
103,"Pracovní skupina pro koncepční řešení poskytování domácí péče v ČR","SZ/OZPO","Členové",3182,"Alena Makarová","vrchní sestra VFN, zástupce Asociace nemocnic ČR"
103,"Pracovní skupina pro koncepční řešení poskytování domácí péče v ČR","SZ/OZPO","Členové",3176,"Mgr. Petr Peiger","zástupce Odboru legislativně-právního"
103,"Pracovní skupina pro koncepční řešení poskytování domácí péče v ČR","SZ/OZPO","Členové",3178,"Bc. Hana Pekárková","zástupce Pracoviště ošetřovatelské péče Hradec Králové, s.r.o."
103,"Pracovní skupina pro koncepční řešení poskytování domácí péče v ČR","SZ/OZPO","Členové",2097,"Ing. Jitka Reineltová","Parent project, z. s, zástupce Pacientské rady MZD"
103,"Pracovní skupina pro koncepční řešení poskytování domácí péče v ČR","SZ/OZPO","Členové",3749,"RNDr. Jitka Soukupová","zástupce ÚZIS ČR"
103,"Pracovní skupina pro koncepční řešení poskytování domácí péče v ČR","SZ/OZPO","Členové",3432,"Bc. Jana Šnýdrová","zástupce Asociace domácí péče ČR"
103,"Pracovní skupina pro koncepční řešení poskytování domácí péče v ČR","SZ/OZPO","Členové",4168,"Mgr. Jaroslava Tkáčová","zástupce NCO NZO v Brně"
103,"Pracovní skupina pro koncepční řešení poskytování domácí péče v ČR","SZ/OZPO","Členové",3179,"Andrea Turková","zástupce Pracoviště ošetřovatelské péče Hradec Králové, s.r.o."
103,"Pracovní skupina pro koncepční řešení poskytování domácí péče v ČR","SZ/OZPO","Členové",3177,"MUDr. Jana Vocílková","zástupce Sdružení ambulantních specialistů ČLS JEP"
103,"Pracovní skupina pro koncepční řešení poskytování domácí péče v ČR","SZ/OZPO","Členové",3431,"Mgr. Petra Vytasil Krajíčková, MBA","zástupce České asociace sester"
111,"Vzdělávací rada zubních lékařů","SZ/OZPO","Předseda",914,"prof. MUDr. Lydie Izakovičová-Hollá, Ph.D.",""
111,"Vzdělávací rada zubních lékařů","SZ/OZPO","Místopředseda",2292,"doc. MUDr. Radovan Slezák, CSc.",""
111,"Vzdělávací rada zubních lékařů","SZ/OZPO","Členové",457,"prof. MUDr. Jana Dušková, DrSc., MBA",""
111,"Vzdělávací rada zubních lékařů","SZ/OZPO","Členové",650,"MUDr. et. MUDr. Lukáš Hauer, Ph.D.",""
111,"Vzdělávací rada zubních lékařů","SZ/OZPO","Členové",810,"MUDr. Robert Houba, Ph.D.",""
111,"Vzdělávací rada zubních lékařů","SZ/OZPO","Členové",4085,"doc. MUDr. Martin Starosta, Ph.D.",""
111,"Vzdělávací rada zubních lékařů","SZ/OZPO","Členové",2538,"doc. MUDr. Roman Šmucler, CSc.",""
111,"Vzdělávací rada zubních lékařů","SZ/OZPO","Členové",2555,"doc. MUDr. Miloš Špidlen, Ph.D.",""
111,"Vzdělávací rada zubních lékařů","SZ/OZPO","Členové",4084,"MDDr. Iva Voborná, Ph.D.",""
112,"Vzdělávací rada farmaceutů","SZ/OZPO","Členové",591,"PharmDr. Jana Gregorová",""
112,"Vzdělávací rada farmaceutů","SZ/OZPO","Členové",4082,"doc. RNDr. Jozef Kolář, CSc.",""
112,"Vzdělávací rada farmaceutů","SZ/OZPO","Členové",1259,"Mgr. Aleš Krebs, Ph.D.",""
112,"Vzdělávací rada farmaceutů","SZ/OZPO","Členové",4081,"doc. PharmDr. Josef Malý, Ph.D.",""
112,"Vzdělávací rada farmaceutů","SZ/OZPO","Členové",2490,"PharmDr. Martin Šíma",""
114,"Pracovní komise pro systémové řešení urgentních příjmů","SZ/OZP","Místopředseda",2507,"Ing. Mgr. Venuše Škampová","ředitelka OZP MZ"
114,"Pracovní komise pro systémové řešení urgentních příjmů","SZ/OZP","Tajemník",602,"MUDr. Roman Gřegoř, MBA",""
114,"Pracovní komise pro systémové řešení urgentních příjmů","SZ/OZP","Členové",48,"doc. MUDr. Martin Balík, Ph.D., EDIC","ČSARIM ČLS JEP"
114,"Pracovní komise pro systémové řešení urgentních příjmů","SZ/OZP","Členové",3477,"Ing. Markéta Galiová","ředitelka KRB MZ"
114,"Pracovní komise pro systémové řešení urgentních příjmů","SZ/OZP","Členové",771,"prof. MUDr. Tomáš Honzík, Ph.D.","Česká pediatrická společnost ČLS JEP"
114,"Pracovní komise pro systémové řešení urgentních příjmů","SZ/OZP","Členové",1125,"MUDr. Jaromír Kočí, Ph.D., FACS","SUMMK ČLS JEP"
114,"Pracovní komise pro systémové řešení urgentních příjmů","SZ/OZP","Členové",1156,"MUDr. Petr Kolouch, MBA","Asociace ZZS ČR"
114,"Pracovní komise pro systémové řešení urgentních příjmů","SZ/OZP","Členové",1364,"MUDr. Vladislav Kutěj","SUMMK ČLS JEP"
114,"Pracovní komise pro systémové řešení urgentních příjmů","SZ/OZP","Členové",3290,"MUDr. Vít Lorenc","ANČM"
114,"Pracovní komise pro systémové řešení urgentních příjmů","SZ/OZP","Členové",3293,"MUDr. Dagmar Märzová",""
114,"Pracovní komise pro systémové řešení urgentních příjmů","SZ/OZP","Členové",1648,"MUDr. Zdeněk Monhart, Ph.D.",""
114,"Pracovní komise pro systémové řešení urgentních příjmů","SZ/OZP","Členové",1671,"Ing. Jiří Mrázek, MBA","VZP ČR"
114,"Pracovní komise pro systémové řešení urgentních příjmů","SZ/OZP","Členové",1677,"MUDr. Zdeněk Mrozek, Ph.D.",""
114,"Pracovní komise pro systémové řešení urgentních příjmů","SZ/OZP","Členové",3292,"MUDr. Jiří Nový",""
114,"Pracovní komise pro systémové řešení urgentních příjmů","SZ/OZP","Členové",3176,"Mgr. Petr Peiger","MZ, LEG"
114,"Pracovní komise pro systémové řešení urgentních příjmů","SZ/OZP","Členové",1955,"MUDr. Ludmila Plšková","SZP"
114,"Pracovní komise pro systémové řešení urgentních příjmů","SZ/OZP","Členové",3291,"MUDr. Martin Polák",""
114,"Pracovní komise pro systémové řešení urgentních příjmů","SZ/OZP","Členové",3289,"Ing. Jitka Šmehlíková","Asociace nemocnic ČR"
114,"Pracovní komise pro systémové řešení urgentních příjmů","SZ/OZP","Členové",2547,"MUDr. Petr Šonka","SPL ČR"
114,"Pracovní komise pro systémové řešení urgentních příjmů","SZ/OZP","Členové",2996,"MUDr. Zdeněk Zíma","SPLDD ČR"
114,"Pracovní komise pro systémové řešení urgentních příjmů","SZ/OZP","Členové",3028,"Mgr. Pavlína Žílová","MZ, CAU"
121,"Komise pro kategorizaci a úhradovou regulaci zdravotnických prostředků","SZT/OLZP","Předseda",115,"prof. MUDr. RNDr. Jiří Beneš, CSc.","ČLS JEP"
121,"Komise pro kategorizaci a úhradovou regulaci zdravotnických prostředků","SZT/OLZP","Tajemník",4145,"Veronika Novotná",""
121,"Komise pro kategorizaci a úhradovou regulaci zdravotnických prostředků","SZT/OLZP","Členové",3314,"Václav Antonín","SČOO - trvalý náhradní člen"
121,"Komise pro kategorizaci a úhradovou regulaci zdravotnických prostředků","SZT/OLZP","Členové",113,"Ing. Jan Beneš","SZP ČR"
121,"Komise pro kategorizaci a úhradovou regulaci zdravotnických prostředků","SZT/OLZP","Členové",3860,"Ing. Denisa Ciprová","VZP ČR"
121,"Komise pro kategorizaci a úhradovou regulaci zdravotnických prostředků","SZT/OLZP","Členové",3312,"Ing. Šárka Dvořáková","SVPZP"
121,"Komise pro kategorizaci a úhradovou regulaci zdravotnických prostředků","SZT/OLZP","Členové",4098,"Mgr. Martin Dymáček","APZZP – trvalý náhradní člen"
121,"Komise pro kategorizaci a úhradovou regulaci zdravotnických prostředků","SZT/OLZP","Členové",507,"Zdeňka Faltýnková","Pacientská rada ministra zdravotnictví"
121,"Komise pro kategorizaci a úhradovou regulaci zdravotnických prostředků","SZT/OLZP","Členové",3872,"Ing. Miloslav Franta","SÚKL - trvalý náhradní člen"
121,"Komise pro kategorizaci a úhradovou regulaci zdravotnických prostředků","SZT/OLZP","Členové",723,"Mgr. Jana Hlaváčová","Ministerstvo zdravotnictví"
121,"Komise pro kategorizaci a úhradovou regulaci zdravotnických prostředků","SZT/OLZP","Členové",3317,"Mgr. Monika Hradecká","CzechMed"
121,"Komise pro kategorizaci a úhradovou regulaci zdravotnických prostředků","SZT/OLZP","Členové",3861,"PaedDr. Jana Kaufmanová","VZP ČR"
121,"Komise pro kategorizaci a úhradovou regulaci zdravotnických prostředků","SZT/OLZP","Členové",1236,"JUDr. Jakub Král, Ph.D.","ČLS JEP - trvalý náhradní člen"
121,"Komise pro kategorizaci a úhradovou regulaci zdravotnických prostředků","SZT/OLZP","Členové",1248,"Mgr. Václav Krása","Pacientská rada ministra zdravotnictví - trvalý náhradní člen"
121,"Komise pro kategorizaci a úhradovou regulaci zdravotnických prostředků","SZT/OLZP","Členové",3320,"MUDr. Petr Krawczyk","ČLS JEP"
121,"Komise pro kategorizaci a úhradovou regulaci zdravotnických prostředků","SZT/OLZP","Členové",1285,"prof. MUDr. Zdeněk Krška, DrSc.","ČLS JEP"
121,"Komise pro kategorizaci a úhradovou regulaci zdravotnických prostředků","SZT/OLZP","Členové",1290,"Ing. Pavel Krupička, LL.M.","SZP ČR"
