group_id,group_name,section_unit,role,person_id,person_name,affiliation
182,"Odborná rada pro ošetřovatelství a řízení implementace a hodnocení úspěšnosti Koncepce ošetřovatelství","SZ/OZPO","Členové",3812,"Mgr. Jana Heřmanová","zástupce Asociace zdravotnických škol"
182,"Odborná rada pro ošetřovatelství a řízení implementace a hodnocení úspěšnosti Koncepce ošetřovatelství","SZ/OZPO","Členové",716,"Mgr. Lenka Hladíková","zástupce Odboru zdravotnických povolání"
182,"Odborná rada pro ošetřovatelství a řízení implementace a hodnocení úspěšnosti Koncepce ošetřovatelství","SZ/OZPO","Členové",3903,"Mgr. Samuel Jezný","zástupce MŠMT - za vysoké školství"
182,"Odborná rada pro ošetřovatelství a řízení implementace a hodnocení úspěšnosti Koncepce ošetřovatelství","SZ/OZPO","Členové",4211,"Mgr. Petra Krulová, Ph.D.","poradkyně ministra zdravotnictví"
182,"Odborná rada pro ošetřovatelství a řízení implementace a hodnocení úspěšnosti Koncepce ošetřovatelství","SZ/OZPO","Členové",4212,"PhDr. Mgr. Pavla Kudlová, Ph.D., MBA","zástupkyně Spolku vysokoškolsky vzdělaných sester"
182,"Odborná rada pro ošetřovatelství a řízení implementace a hodnocení úspěšnosti Koncepce ošetřovatelství","SZ/OZPO","Členové",3904,"Mgr. Bc. Pavel Kurek, DiS.","zástupce Odboru zdravotní péče"
182,"Odborná rada pro ošetřovatelství a řízení implementace a hodnocení úspěšnosti Koncepce ošetřovatelství","SZ/OZPO","Členové",3635,"PhDr. Ivana Mádlová","zástupce Výboru pro zdravotnictví PS Parlamentu ČR"
182,"Odborná rada pro ošetřovatelství a řízení implementace a hodnocení úspěšnosti Koncepce ošetřovatelství","SZ/OZPO","Členové",3109,"MUDr. Iveta Matějovská, CSc.","zástupce Odboru regulace cen a úhrad"
182,"Odborná rada pro ošetřovatelství a řízení implementace a hodnocení úspěšnosti Koncepce ošetřovatelství","SZ/OZPO","Členové",4167,"PhDr. Monika Měšťanová","zástupce MŠMT pro střední a vyšší odborné školství"
182,"Odborná rada pro ošetřovatelství a řízení implementace a hodnocení úspěšnosti Koncepce ošetřovatelství","SZ/OZPO","Členové",4170,"Jan Mráz","zástupce Panelu mládeže při MŠMT"
182,"Odborná rada pro ošetřovatelství a řízení implementace a hodnocení úspěšnosti Koncepce ošetřovatelství","SZ/OZPO","Členové",3418,"RNDr. Jan Mužík, Ph.D.","zástupce Ústavu zdravotnických informací a statistiky ČR"
182,"Odborná rada pro ošetřovatelství a řízení implementace a hodnocení úspěšnosti Koncepce ošetřovatelství","SZ/OZPO","Členové",3394,"Mgr. Jana Patková","zástupce Odboru legislativně-právního"
182,"Odborná rada pro ošetřovatelství a řízení implementace a hodnocení úspěšnosti Koncepce ošetřovatelství","SZ/OZPO","Členové",1971,"prof. PhDr. Andrea Pokorná, Ph.D.","zástupce Asociace vysokoškolských vzdělavatelů nelékařských zdravotnických profesí"
182,"Odborná rada pro ošetřovatelství a řízení implementace a hodnocení úspěšnosti Koncepce ošetřovatelství","SZ/OZPO","Členové",2545,"PhDr. Martina Šochmanová, MBA","zástupce České asociace sester"
182,"Odborná rada pro ošetřovatelství a řízení implementace a hodnocení úspěšnosti Koncepce ošetřovatelství","SZ/OZPO","Členové",4168,"Mgr. Jaroslava Tkáčová","zástupce Národního centra ošetřovatelství a nelékařských oborů v Brně"
182,"Odborná rada pro ošetřovatelství a řízení implementace a hodnocení úspěšnosti Koncepce ošetřovatelství","SZ/OZPO","Členové",4169,"Tereza Vojtěchová","zástupce Panelu mládeže při MŠMT"
184,"Poradní sbor hygieny práce a pracovního lékařství náměstkyně pro ochranu a podporu veřejného zdraví MZ ČR a hlavní hygieničky České republiky","HH/OVZ","Předseda",1907,"MUDr. Lenka Pešáková, Ph.D.",""
184,"Poradní sbor hygieny práce a pracovního lékařství náměstkyně pro ochranu a podporu veřejného zdraví MZ ČR a hlavní hygieničky České republiky","HH/OVZ","Tajemník",3820,"Mgr. Matyáš Fošum, Ph.D.",""
184,"Poradní sbor hygieny práce a pracovního lékařství náměstkyně pro ochranu a podporu veřejného zdraví MZ ČR a hlavní hygieničky České republiky","HH/OVZ","Tajemník",3821,"Mgr. Jana Urbanová, DiS.",""
184,"Poradní sbor hygieny práce a pracovního lékařství náměstkyně pro ochranu a podporu veřejného zdraví MZ ČR a hlavní hygieničky České republiky","HH/OVZ","Členové",3823,"Ing. Pavel Hlaváč",""
184,"Poradní sbor hygieny práce a pracovního lékařství náměstkyně pro ochranu a podporu veřejného zdraví MZ ČR a hlavní hygieničky České republiky","HH/OVZ","Členové",1331,"MUDr. Ivan Kučera, Ph.D.",""
184,"Poradní sbor hygieny práce a pracovního lékařství náměstkyně pro ochranu a podporu veřejného zdraví MZ ČR a hlavní hygieničky České republiky","HH/OVZ","Členové",3824,"doc. MUDr. Marie Nakládalová, Ph.D.",""
184,"Poradní sbor hygieny práce a pracovního lékařství náměstkyně pro ochranu a podporu veřejného zdraví MZ ČR a hlavní hygieničky České republiky","HH/OVZ","Členové",3825,"JUDr. Bořivoj Šubrt",""
184,"Poradní sbor hygieny práce a pracovního lékařství náměstkyně pro ochranu a podporu veřejného zdraví MZ ČR a hlavní hygieničky České republiky","HH/OVZ","Členové",2699,"prof. MUDr. Milan Tuček, CSc.",""
184,"Poradní sbor hygieny práce a pracovního lékařství náměstkyně pro ochranu a podporu veřejného zdraví MZ ČR a hlavní hygieničky České republiky","HH/OVZ","Členové",3822,"MUDr. Michael Vít, Ph.D.",""
185,"Pracovní skupina pro koncepční řešení oblasti zdravotních služeb a činností provozovaných dle živnostenského zákona","SZ/OZP","Předseda",3838,"Mgr. Lenka Hynštová",""
185,"Pracovní skupina pro koncepční řešení oblasti zdravotních služeb a činností provozovaných dle živnostenského zákona","SZ/OZP","Místopředseda",1071,"Mgr. Blanka Kavková",""
185,"Pracovní skupina pro koncepční řešení oblasti zdravotních služeb a činností provozovaných dle živnostenského zákona","SZ/OZP","Členové",499,"Mgr. Marta Faiereislová",""
185,"Pracovní skupina pro koncepční řešení oblasti zdravotních služeb a činností provozovaných dle živnostenského zákona","SZ/OZP","Členové",4094,"Mgr. Alena Fikejzová",""
185,"Pracovní skupina pro koncepční řešení oblasti zdravotních služeb a činností provozovaných dle živnostenského zákona","SZ/OZP","Členové",4163,"MUDr. Markéta Holubová",""
185,"Pracovní skupina pro koncepční řešení oblasti zdravotních služeb a činností provozovaných dle živnostenského zákona","SZ/OZP","Členové",3869,"Ing. Kateřina Humpová",""
185,"Pracovní skupina pro koncepční řešení oblasti zdravotních služeb a činností provozovaných dle živnostenského zákona","SZ/OZP","Členové",3787,"Mgr. Miroslav Kršiak",""
185,"Pracovní skupina pro koncepční řešení oblasti zdravotních služeb a činností provozovaných dle živnostenského zákona","SZ/OZP","Členové",3789,"PhDr. Miloš Novák",""
185,"Pracovní skupina pro koncepční řešení oblasti zdravotních služeb a činností provozovaných dle živnostenského zákona","SZ/OZP","Členové",4164,"Mgr. Ivana Schwallerová, DiS.",""
185,"Pracovní skupina pro koncepční řešení oblasti zdravotních služeb a činností provozovaných dle živnostenského zákona","SZ/OZP","Členové",3733,"Mgr. Ivana Svobodová",""
185,"Pracovní skupina pro koncepční řešení oblasti zdravotních služeb a činností provozovaných dle živnostenského zákona","SZ/OZP","Členové",3790,"Ing. Martin Tulis",""
185,"Pracovní skupina pro koncepční řešení oblasti zdravotních služeb a činností provozovaných dle živnostenského zákona","SZ/OZP","Členové",4165,"Mgr. Jana Zvoníčková",""
186,"Mezioborová a meziresortní pracovní skupina pro koncepční řešení problematiky Alzheimerovy nemoci a obdobných onemocnění (PS PAN)","SZ/OZP","Předseda",3718,"Mgr. Markéta Švejdová Jandová, DiS.",""
186,"Mezioborová a meziresortní pracovní skupina pro koncepční řešení problematiky Alzheimerovy nemoci a obdobných onemocnění (PS PAN)","SZ/OZP","Místopředseda",2731,"doc. MUDr. Bc. Libor Ustohal, Ph.D.",""
186,"Mezioborová a meziresortní pracovní skupina pro koncepční řešení problematiky Alzheimerovy nemoci a obdobných onemocnění (PS PAN)","SZ/OZP","Členové",177,"MUDr. Markéta Brabcová",""
186,"Mezioborová a meziresortní pracovní skupina pro koncepční řešení problematiky Alzheimerovy nemoci a obdobných onemocnění (PS PAN)","SZ/OZP","Členové",3802,"Mgr. Barbora Brozová Rittichová",""
186,"Mezioborová a meziresortní pracovní skupina pro koncepční řešení problematiky Alzheimerovy nemoci a obdobných onemocnění (PS PAN)","SZ/OZP","Členové",246,"doc. MUDr. Svatopluk Býma, CSc.",""
186,"Mezioborová a meziresortní pracovní skupina pro koncepční řešení problematiky Alzheimerovy nemoci a obdobných onemocnění (PS PAN)","SZ/OZP","Členové",3696,"MUDr. Ladislav Hadravský, Ph.D.",""
186,"Mezioborová a meziresortní pracovní skupina pro koncepční řešení problematiky Alzheimerovy nemoci a obdobných onemocnění (PS PAN)","SZ/OZP","Členové",4229,"Mgr. Lucie Hájková",""
186,"Mezioborová a meziresortní pracovní skupina pro koncepční řešení problematiky Alzheimerovy nemoci a obdobných onemocnění (PS PAN)","SZ/OZP","Členové",3794,"Mgr. Hana Horáková, Ph.D.",""
186,"Mezioborová a meziresortní pracovní skupina pro koncepční řešení problematiky Alzheimerovy nemoci a obdobných onemocnění (PS PAN)","SZ/OZP","Členové",3254,"Ing. Jiří Horecký, Ph.D., MSc., MBA",""
186,"Mezioborová a meziresortní pracovní skupina pro koncepční řešení problematiky Alzheimerovy nemoci a obdobných onemocnění (PS PAN)","SZ/OZP","Členové",3800,"prof. MUDr. Jakub Hort, Ph.D.",""
186,"Mezioborová a meziresortní pracovní skupina pro koncepční řešení problematiky Alzheimerovy nemoci a obdobných onemocnění (PS PAN)","SZ/OZP","Členové",3796,"MUDr. et Mgr. Dana Hrnčiariková, Ph.D.",""
186,"Mezioborová a meziresortní pracovní skupina pro koncepční řešení problematiky Alzheimerovy nemoci a obdobných onemocnění (PS PAN)","SZ/OZP","Členové",4230,"PhDr. Eva Jarolímová, Ph.D.",""
186,"Mezioborová a meziresortní pracovní skupina pro koncepční řešení problematiky Alzheimerovy nemoci a obdobných onemocnění (PS PAN)","SZ/OZP","Členové",4237,"PhDr. Tomáš Klinecký",""
186,"Mezioborová a meziresortní pracovní skupina pro koncepční řešení problematiky Alzheimerovy nemoci a obdobných onemocnění (PS PAN)","SZ/OZP","Členové",3946,"Mgr. Karolína Kroufková, Ph.D.",""
186,"Mezioborová a meziresortní pracovní skupina pro koncepční řešení problematiky Alzheimerovy nemoci a obdobných onemocnění (PS PAN)","SZ/OZP","Členové",3798,"Mgr. Matěj Kučera",""
186,"Mezioborová a meziresortní pracovní skupina pro koncepční řešení problematiky Alzheimerovy nemoci a obdobných onemocnění (PS PAN)","SZ/OZP","Členové",4231,"Mgr. Michal Kurečka",""
186,"Mezioborová a meziresortní pracovní skupina pro koncepční řešení problematiky Alzheimerovy nemoci a obdobných onemocnění (PS PAN)","SZ/OZP","Členové",4236,"Bc. Iveta Leischová",""
186,"Mezioborová a meziresortní pracovní skupina pro koncepční řešení problematiky Alzheimerovy nemoci a obdobných onemocnění (PS PAN)","SZ/OZP","Členové",3799,"doc. Ing. PhDr. Petr Marešová, Ph.D.",""
186,"Mezioborová a meziresortní pracovní skupina pro koncepční řešení problematiky Alzheimerovy nemoci a obdobných onemocnění (PS PAN)","SZ/OZP","Členové",3801,"MUDr. Astrid Matějková",""
186,"Mezioborová a meziresortní pracovní skupina pro koncepční řešení problematiky Alzheimerovy nemoci a obdobných onemocnění (PS PAN)","SZ/OZP","Členové",4235,"Ing. Gustav Ondráček",""
186,"Mezioborová a meziresortní pracovní skupina pro koncepční řešení problematiky Alzheimerovy nemoci a obdobných onemocnění (PS PAN)","SZ/OZP","Členové",4234,"Jitka Ondráčková",""
186,"Mezioborová a meziresortní pracovní skupina pro koncepční řešení problematiky Alzheimerovy nemoci a obdobných onemocnění (PS PAN)","SZ/OZP","Členové",3795,"doc. MUDr. Robert Rusina, Ph.D.",""
186,"Mezioborová a meziresortní pracovní skupina pro koncepční řešení problematiky Alzheimerovy nemoci a obdobných onemocnění (PS PAN)","SZ/OZP","Členové",3806,"Věra Ryšavá",""
186,"Mezioborová a meziresortní pracovní skupina pro koncepční řešení problematiky Alzheimerovy nemoci a obdobných onemocnění (PS PAN)","SZ/OZP","Členové",3749,"RNDr. Jitka Soukupová",""
186,"Mezioborová a meziresortní pracovní skupina pro koncepční řešení problematiky Alzheimerovy nemoci a obdobných onemocnění (PS PAN)","SZ/OZP","Členové",3064,"Mgr. Alice Strnadová, MBA",""
186,"Mezioborová a meziresortní pracovní skupina pro koncepční řešení problematiky Alzheimerovy nemoci a obdobných onemocnění (PS PAN)","SZ/OZP","Členové",4232,"Mgr. Karolína Suchopárková",""
186,"Mezioborová a meziresortní pracovní skupina pro koncepční řešení problematiky Alzheimerovy nemoci a obdobných onemocnění (PS PAN)","SZ/OZP","Členové",4233,"Mgr. Renata Svobodová",""
186,"Mezioborová a meziresortní pracovní skupina pro koncepční řešení problematiky Alzheimerovy nemoci a obdobných onemocnění (PS PAN)","SZ/OZP","Členové",2770,"MUDr. Hana Vaňková, Ph.D.",""
186,"Mezioborová a meziresortní pracovní skupina pro koncepční řešení problematiky Alzheimerovy nemoci a obdobných onemocnění (PS PAN)","SZ/OZP","Členové",3797,"MUDr. Vladimíra Víšková",""
186,"Mezioborová a meziresortní pracovní skupina pro koncepční řešení problematiky Alzheimerovy nemoci a obdobných onemocnění (PS PAN)","SZ/OZP","Členové",3808,"PhDr. Zuzana Žáčková",""
187,"Poradní skupina ekonomů lůžkové péče","SE/CAU","Předseda",3826,"Ing. Robert Czékus",""
187,"Poradní skupina ekonomů lůžkové péče","SE/CAU","Místopředseda",3827,"Ing. Jiří Čihař",""
187,"Poradní skupina ekonomů lůžkové péče","SE/CAU","Tajemník",4094,"Mgr. Alena Fikejzová",""
187,"Poradní skupina ekonomů lůžkové péče","SE/CAU","Členové",3286,"Ing. Michal Čarvaš, MBA",""
187,"Poradní skupina ekonomů lůžkové péče","SE/CAU","Členové",3831,"Ing. Jitka Hiršová",""
187,"Poradní skupina ekonomů lůžkové péče","SE/CAU","Členové",3830,"Ing. Martin Knápek",""
187,"Poradní skupina ekonomů lůžkové péče","SE/CAU","Členové",3995,"Mgr. Jan Kubů",""
187,"Poradní skupina ekonomů lůžkové péče","SE/CAU","Členové",4049,"MUDr. Miroslav Mach",""
187,"Poradní skupina ekonomů lůžkové péče","SE/CAU","Členové",1616,"Ing. Jan Michálek",""
187,"Poradní skupina ekonomů lůžkové péče","SE/CAU","Členové",2126,"Ing. Helena Rögnerová",""
187,"Poradní skupina ekonomů lůžkové péče","SE/CAU","Členové",3289,"Ing. Jitka Šmehlíková",""
187,"Poradní skupina ekonomů lůžkové péče","SE/CAU","Členové",2692,"Mgr. Tomáš Troch",""
187,"Poradní skupina ekonomů lůžkové péče","SE/CAU","Členové",3918,"Ing. Martin Vilímek",""
187,"Poradní skupina ekonomů lůžkové péče","SE/CAU","Členové",3829,"Ing. Viktor Wendler",""
187,"Poradní skupina ekonomů lůžkové péče","SE/CAU","Členové",2954,"Mgr. Jan Zapletal",""
188,"Centrální koordinační skupina Národního antibiotického programu","","Předseda",1453,"MUDr. Barbora Macková, MHA",""
188,"Centrální koordinační skupina Národního antibiotického programu","","Tajemník",2788,"Mgr. Jarmila Vedralová",""
188,"Centrální koordinační skupina Národního antibiotického programu","","Členové",3307,"MUDr. Tomáš Boráň",""
188,"Centrální koordinační skupina Národního antibiotického programu","","Členové",3846,"RNDr. Vladislav Jakubů, Ph.D.",""
188,"Centrální koordinační skupina Národního antibiotického programu","","Členové",3849,"Ing. Taťjana Kolesniková",""
188,"Centrální koordinační skupina Národního antibiotického programu","","Členové",3847,"MUDr. Jan Kubele",""
188,"Centrální koordinační skupina Národního antibiotického programu","","Členové",3451,"Mgr. Zdeněk Kyselý",""
188,"Centrální koordinační skupina Národního antibiotického programu","","Členové",3109,"MUDr. Iveta Matějovská, CSc.",""
188,"Centrální koordinační skupina Národního antibiotického programu","","Členové",3851,"PharmDr. Georg Michálek",""
188,"Centrální koordinační skupina Národního antibiotického programu","","Členové",3855,"PharmDr. Irena Murínová",""
188,"Centrální koordinační skupina Národního antibiotického programu","","Členové",1789,"MUDr. Otakar Nyč, Ph.D.",""
188,"Centrální koordinační skupina Národního antibiotického programu","","Členové",3848,"Mgr. Lucie Pokludová",""
188,"Centrální koordinační skupina Národního antibiotického programu","","Členové",3856,"MUDr. Michal Prokeš",""
188,"Centrální koordinační skupina Národního antibiotického programu","","Členové",3852,"PharmDr. Helena Simonová, Ph.D.",""
188,"Centrální koordinační skupina Národního antibiotického programu","","Členové",3850,"MUDr. Tomáš Srb",""
188,"Centrální koordinační skupina Národního antibiotického programu","","Členové",2453,"MVDr. Petr Šatrán",""
188,"Centrální koordinační skupina Národního antibiotického programu","","Členové",2715,"Ing. Štěpánka Tyburcová",""
188,"Centrální koordinační skupina Národního antibiotického programu","","Členové",2730,"RNDr. Pavla Urbášková",""
189,"Rada Národního centra pro medicínské nomenklatury a klasifikace","ÚZIS","Předseda",1449,"prof. MUDr. Milan Macek, DrSc.",""
189,"Rada Národního centra pro medicínské nomenklatury a klasifikace","ÚZIS","Tajemník",3017,"MUDr. Miroslav Zvolský",""
189,"Rada Národního centra pro medicínské nomenklatury a klasifikace","ÚZIS","Členové",19,"doc. MUDr. Martin Anders, Ph.D.",""
189,"Rada Národního centra pro medicínské nomenklatury a klasifikace","ÚZIS","Členové",23,"doc. MUDr. Yvona Angerová, Ph.D., MBA",""
189,"Rada Národního centra pro medicínské nomenklatury a klasifikace","ÚZIS","Členové",151,"Ing. Milan Blaha, Ph.D.",""
189,"Rada Národního centra pro medicínské nomenklatury a klasifikace","ÚZIS","Členové",380,"prof. MUDr. Pavla Doležalová, CSc.",""
189,"Rada Národního centra pro medicínské nomenklatury a klasifikace","ÚZIS","Členové",3845,"Ing. Gleb Donin, Ph.D.",""
189,"Rada Národního centra pro medicínské nomenklatury a klasifikace","ÚZIS","Členové",3591,"Prof. RNDr. Dagmar Dzúrová, CSc.",""
189,"Rada Národního centra pro medicínské nomenklatury a klasifikace","ÚZIS","Členové",2776,"prof. MUDr. Martina Koziar Vašáková, Ph.D.",""
189,"Rada Národního centra pro medicínské nomenklatury a klasifikace","ÚZIS","Členové",1401,"doc. Ing. Lenka Lhotská, CSc.",""
189,"Rada Národního centra pro medicínské nomenklatury a klasifikace","ÚZIS","Členové",1971,"prof. PhDr. Andrea Pokorná, Ph.D.",""
189,"Rada Národního centra pro medicínské nomenklatury a klasifikace","ÚZIS","Členové",2357,"prof. MUDr. Jan Starý, DrSc.",""
189,"Rada Národního centra pro medicínské nomenklatury a klasifikace","ÚZIS","Členové",3367,"JUDr. Mgr. Vladimíra Těšitelová, LL.M.",""
189,"Rada Národního centra pro medicínské nomenklatury a klasifikace","ÚZIS","Členové",3844,"MUDr. Martin Vejražka, Ph.D.",""
191,"Komise pro přípravu programu screeningu aneurysmatu abdominální aorty","ÚZIS","Předseda",1136,"prof. MUDr. Martin Köcher, Ph.D.","Česká společnost intervenční radiologie ČLS JEP"
191,"Komise pro přípravu programu screeningu aneurysmatu abdominální aorty","ÚZIS","Místopředseda",3172,"RNDr. Ondřej Májek, Ph.D.","Národní screeningové centrum, ÚZIS ČR"
191,"Komise pro přípravu programu screeningu aneurysmatu abdominální aorty","ÚZIS","Tajemník",3263,"PhDr. Karel Hejduk","Národní screeningové centrum, ÚZIS ČR"
191,"Komise pro přípravu programu screeningu aneurysmatu abdominální aorty","ÚZIS","Členové",3888,"MUDr. Theodor Adla","Česká radiologická společnost ČLS JEP"
191,"Komise pro přípravu programu screeningu aneurysmatu abdominální aorty","ÚZIS","Členové",397,"MUDr. Markéta Dostalíková, Ph.D.","Všeobecná zdravotní pojišťovna ČR"
191,"Komise pro přípravu programu screeningu aneurysmatu abdominální aorty","ÚZIS","Členové",450,"prof. RNDr. Ladislav Dušek, Ph.D.","ÚZIS ČR"
191,"Komise pro přípravu programu screeningu aneurysmatu abdominální aorty","ÚZIS","Členové",623,"MUDr. David Halata","Společnost všeobecného lékařství, ČLS JEP"
191,"Komise pro přípravu programu screeningu aneurysmatu abdominální aorty","ÚZIS","Členové",3885,"MUDr. Samuel Heller, Ph.D.","Česká angiologická společnost ČLS JEP"
191,"Komise pro přípravu programu screeningu aneurysmatu abdominální aorty","ÚZIS","Členové",1056,"doc. MUDr. Debora Karetová, CSc.","Česká angiologická společnost, ČLS JEP"
191,"Komise pro přípravu programu screeningu aneurysmatu abdominální aorty","ÚZIS","Členové",3109,"MUDr. Iveta Matějovská, CSc.","Odbor regulace cen a úhrad Ministerstvo zdravotnictví ČR"
191,"Komise pro přípravu programu screeningu aneurysmatu abdominální aorty","ÚZIS","Členové",3886,"prof. MUDr. Jiří Moláček, Ph.D.","Česká společnost kardiovaskulární chirurgie ČLS JEP"
191,"Komise pro přípravu programu screeningu aneurysmatu abdominální aorty","ÚZIS","Členové",2094,"MUDr. Jan Raupach, Ph.D.","Česká společnost intervenční radiologie, ČLS JEP"
191,"Komise pro přípravu programu screeningu aneurysmatu abdominální aorty","ÚZIS","Členové",2121,"prof. MUDr. Miloslav Roček, CSc.","Česká radiologická společnost ČLS JEP"
191,"Komise pro přípravu programu screeningu aneurysmatu abdominální aorty","ÚZIS","Členové",3880,"Mgr. Eva Šindlářová","Odbor zdravotní péče, Ministerstvo zdravotnictví ČR"
191,"Komise pro přípravu programu screeningu aneurysmatu abdominální aorty","ÚZIS","Členové",3086,"MUDr. Alena Šteflová, Ph.D., MPH","Svaz zdravotních pojišťoven ČR"
191,"Komise pro přípravu programu screeningu aneurysmatu abdominální aorty","ÚZIS","Členové",2606,"MUDr. Petr Šubrt","Sdružení praktických lékařů ČR"
191,"Komise pro přípravu programu screeningu aneurysmatu abdominální aorty","ÚZIS","Členové",3887,"doc. MUDr. Petr Utíkal, Ph.D.","Česká společnost kardiovaskulární chirurgie, ČLS JEP"
192,"Komise pro program screeningu karcinomu děložního hrdla","ÚZIS","Předseda",467,"MUDr. Vladimír Dvořák, Ph.D.","Česká gynekologická a porodnická společnost ČLS JEP"
192,"Komise pro program screeningu karcinomu děložního hrdla","ÚZIS","Místopředseda",3172,"RNDr. Ondřej Májek, Ph.D.","Národní screeningové centrum ÚZIS ČR"
192,"Komise pro program screeningu karcinomu děložního hrdla","ÚZIS","Tajemník",3263,"PhDr. Karel Hejduk","Národní screeningové centrum ÚZIS ČR"
192,"Komise pro program screeningu karcinomu děložního hrdla","ÚZIS","Členové",450,"prof. RNDr. Ladislav Dušek, Ph.D.","Ústav zdravotnických informací a statistiky ČR"
192,"Komise pro program screeningu karcinomu děložního hrdla","ÚZIS","Členové",3108,"prof. MUDr. Jaroslava Dušková, CSc., F.I.A.C","Společnost českých patologů ČLS JEP"
192,"Komise pro program screeningu karcinomu děložního hrdla","ÚZIS","Členové",4077,"MUDr. Zuzana Elbertová","Všeobecná zdravotní pojišťovna ČR"
192,"Komise pro program screeningu karcinomu děložního hrdla","ÚZIS","Členové",1071,"Mgr. Blanka Kavková","Odbor zdravotní péče Ministerstva zdravotnictví"
192,"Komise pro program screeningu karcinomu děložního hrdla","ÚZIS","Členové",3879,"MUDr. Aleš Kotouš","Společnost klinické cytologie ČLS JEP"
192,"Komise pro program screeningu karcinomu děložního hrdla","ÚZIS","Členové",3878,"MUDr. Tomáš Malík","Sdružení soukromých gynekologů ČR"
192,"Komise pro program screeningu karcinomu děložního hrdla","ÚZIS","Členové",3109,"MUDr. Iveta Matějovská, CSc.","Odbor regulace cen a úhrad Ministerstva zdravotnictví"
192,"Komise pro program screeningu karcinomu děložního hrdla","ÚZIS","Členové",1878,"MUDr. Vilma Pavlíková","Svaz zdravotních pojišťoven ČR"
192,"Komise pro program screeningu karcinomu děložního hrdla","ÚZIS","Členové",2274,"MUDr. Aleš Skřivánek, Ph.D.","Česká gynekologická a porodnická společnost ČLS JEP"
192,"Komise pro program screeningu karcinomu děložního hrdla","ÚZIS","Členové",2606,"MUDr. Petr Šubrt","Sdružení praktických lékařů ČR"
192,"Komise pro program screeningu karcinomu děložního hrdla","ÚZIS","Členové",3335,"MUDr. Markéta Trnková","Společnost českých patologů ČLS JEP"
192,"Komise pro program screeningu karcinomu děložního hrdla","ÚZIS","Členové",3877,"MUDr. Radovan Turyna, Ph.D.","Sekce kolposkopie a cervikální patologie ČGPS ČLS JEP"
193,"Komise pro program časného záchytu karcinomu plic","ÚZIS","Předseda",2776,"prof. MUDr. Martina Koziar Vašáková, Ph.D.","Česká pneumologická a ftizeologická společnost ČLS JEP"
193,"Komise pro program časného záchytu karcinomu plic","ÚZIS","Místopředseda",3172,"RNDr. Ondřej Májek, Ph.D.","Národní screeningové centrum ÚZIS ČR"
193,"Komise pro program časného záchytu karcinomu plic","ÚZIS","Tajemník",3263,"PhDr. Karel Hejduk","Národní screeningové centrum ÚZIS ČR"
193,"Komise pro program časného záchytu karcinomu plic","ÚZIS","Členové",3355,"MUDr. Ivana Čierna - Peterová","Sekce ambulantních pneumologů ČPFS ČLS JEP"
193,"Komise pro program časného záchytu karcinomu plic","ÚZIS","Členové",450,"prof. RNDr. Ladislav Dušek, Ph.D.","Ústav zdravotnických informací a statistiky ČR"
193,"Komise pro program časného záchytu karcinomu plic","ÚZIS","Členové",4077,"MUDr. Zuzana Elbertová","Všeobecná zdravotní pojišťovna ČR"
193,"Komise pro program časného záchytu karcinomu plic","ÚZIS","Členové",1110,"MUDr. Renata Knorová, MBA","Svaz zdravotních pojišťoven ČR"
193,"Komise pro program časného záchytu karcinomu plic","ÚZIS","Členové",1116,"doc. MUDr. Vladimír Koblížek, Ph.D.","Česká pneumologická a ftizeologická společnost ČLS JEP"
193,"Komise pro program časného záchytu karcinomu plic","ÚZIS","Členové",3363,"MUDr. Marcela Koudelková","Ústav zdravotnických informací a statistiky ČR"
193,"Komise pro program časného záchytu karcinomu plic","ÚZIS","Členové",1243,"prof. MUDr. Eva Králíková, CSc.","Společnost pro léčbu závislosti na tabáku"
193,"Komise pro program časného záchytu karcinomu plic","ÚZIS","Členové",3884,"prof. MUDr. Robert Lischke, Ph.D.","Česká chirurgická společnost ČLS JEP"
193,"Komise pro program časného záchytu karcinomu plic","ÚZIS","Členové",3109,"MUDr. Iveta Matějovská, CSc.","Odbor regulace cen a úhrad Ministerstva zdravotnictví"
193,"Komise pro program časného záchytu karcinomu plic","ÚZIS","Členové",1635,"prof. MUDr. Hynek Mírka, Ph.D.","Česká radiologická společnost ČLS JEP"
193,"Komise pro program časného záchytu karcinomu plic","ÚZIS","Členové",1923,"prof. MUDr. Luboš Petruželka, CSc.","Česká onkologická společnost ČLS JEP"
193,"Komise pro program časného záchytu karcinomu plic","ÚZIS","Členové",2226,"doc. MUDr. Bohumil Seifert, Ph.D.","Společnost všeobecného lékařství ČLS JEP"
193,"Komise pro program časného záchytu karcinomu plic","ÚZIS","Členové",3883,"MUDr. Vojtěch Suchánek","Česká radiologická společnost ČLS JEP"
193,"Komise pro program časného záchytu karcinomu plic","ÚZIS","Členové",3381,"Ing. Lucie Súkupová, Ph.D.","Česká společnost fyziků v medicíně, z.s."
193,"Komise pro program časného záchytu karcinomu plic","ÚZIS","Členové",3880,"Mgr. Eva Šindlářová","Odbor zdravotní péče Ministerstva zdravotnictví"
193,"Komise pro program časného záchytu karcinomu plic","ÚZIS","Členové",2606,"MUDr. Petr Šubrt","Sdružení praktických lékařů ČR"
193,"Komise pro program časného záchytu karcinomu plic","ÚZIS","Členové",4031,"Ing. Michaela Vostřáková","Státní úřad pro jadernou bezpečnost"
